subject,unique_lineup_id,order,a,b,n,x_dist,shape,e_sigma,limit_num
7,heter_74,19,-1,1,300,uniform,"NA",1,6
8,heter_257,8,1,16,50,uniform,"NA",1,6
9,heter_299,7,-1,64,100,uniform,"NA",1,6
10,heter_264,2,0,0,100,lognormal,"NA",1,15
11,heter_552,13,1,0.25,100,uniform,"NA",1,6
12,heter_41,2,-1,4,50,uniform,"NA",1,6
13,heter_544,2,0,1,50,uniform,"NA",1,6
14,heter_84,18,-1,0.25,50,uniform,"NA",1,6
15,heter_54,19,1,1,300,uniform,"NA",1,6
16,heter_421,11,-1,0.25,50,uniform,"NA",1,6
17,heter_119,20,0,0,50,even_discrete,"NA",1,15
18,heter_370,19,0,0,50,uniform,"NA",1,15
19,heter_119,16,0,0,50,even_discrete,"NA",1,15
20,heter_447,4,-1,1,50,uniform,"NA",1,6
21,heter_5,16,-1,1,50,uniform,"NA",1,6
22,heter_265,11,0,0,100,uniform,"NA",1,15
23,heter_52,10,-1,4,50,uniform,"NA",1,6
24,heter_32,8,0,64,300,uniform,"NA",1,6
25,heter_129,5,-1,4,300,uniform,"NA",1,6
26,heter_285,7,1,4,50,uniform,"NA",1,6
27,heter_150,1,1,0.25,300,uniform,"NA",1,6
28,heter_359,18,0,0,300,even_discrete,"NA",1,15
29,heter_553,2,0,16,300,uniform,"NA",1,6
30,heter_442,12,-1,16,100,uniform,"NA",1,6
31,heter_106,11,0,0,50,lognormal,"NA",1,15
32,heter_5,10,-1,1,50,uniform,"NA",1,6
33,heter_169,9,-1,64,50,uniform,"NA",1,6
34,heter_381,10,-1,4,100,uniform,"NA",1,6
35,heter_549,11,0,0,300,uniform,"NA",1,15
36,heter_454,9,-1,0.25,100,uniform,"NA",1,6
37,heter_106,9,0,0,50,lognormal,"NA",1,15
38,heter_218,11,0,64,100,uniform,"NA",1,6
39,heter_400,11,1,1,300,uniform,"NA",1,6
40,heter_557,2,1,0.25,300,uniform,"NA",1,6
41,heter_270,4,0,0.25,50,uniform,"NA",1,6
42,heter_183,8,0,0,50,lognormal,"NA",1,15
43,heter_247,8,0,0,50,even_discrete,"NA",1,15
44,heter_116,13,1,4,100,uniform,"NA",1,6
45,heter_179,17,-1,0.25,300,uniform,"NA",1,6
46,heter_323,4,-1,64,50,uniform,"NA",1,6
47,heter_107,3,0,0,300,normal,"NA",1,15
48,heter_433,19,1,16,300,uniform,"NA",1,6
49,heter_508,5,-1,16,300,uniform,"NA",1,6
50,heter_262,12,0,0,300,lognormal,"NA",1,15
51,heter_106,15,0,0,50,lognormal,"NA",1,15
52,heter_479,9,0,0,100,normal,"NA",1,15
53,heter_454,19,-1,0.25,100,uniform,"NA",1,6
54,heter_333,12,0,16,100,uniform,"NA",1,6
55,heter_387,10,0,1,50,uniform,"NA",1,6
56,heter_370,15,0,0,50,uniform,"NA",1,15
57,heter_520,8,0,4,100,uniform,"NA",1,6
58,heter_552,4,1,0.25,100,uniform,"NA",1,6
59,heter_62,8,-1,4,300,uniform,"NA",1,6
60,heter_399,1,1,64,100,uniform,"NA",1,6
61,heter_471,17,-1,4,300,uniform,"NA",1,6
62,heter_397,12,1,64,50,uniform,"NA",1,6
63,heter_147,18,0,0,300,uniform,"NA",1,15
64,heter_330,9,-1,1,50,uniform,"NA",1,6
65,heter_520,7,0,4,100,uniform,"NA",1,6
66,heter_471,15,-1,4,300,uniform,"NA",1,6
67,heter_74,18,-1,1,300,uniform,"NA",1,6
68,heter_544,6,0,1,50,uniform,"NA",1,6
69,heter_180,14,-1,1,100,uniform,"NA",1,6
70,heter_449,10,0,64,300,uniform,"NA",1,6
71,heter_421,15,-1,0.25,50,uniform,"NA",1,6
72,heter_527,11,0,4,100,uniform,"NA",1,6
73,heter_479,20,0,0,100,normal,"NA",1,15
74,heter_106,20,0,0,50,lognormal,"NA",1,15
75,heter_322,8,0,0.25,50,uniform,"NA",1,6
76,heter_218,18,0,64,100,uniform,"NA",1,6
77,heter_246,3,1,4,300,uniform,"NA",1,6
78,heter_526,6,0,0,300,lognormal,"NA",1,15
79,heter_305,10,0,64,300,uniform,"NA",1,6
80,heter_552,2,1,0.25,100,uniform,"NA",1,6
81,heter_343,8,-1,16,50,uniform,"NA",1,6
82,heter_474,18,0,0,50,normal,"NA",1,15
83,heter_62,19,-1,4,300,uniform,"NA",1,6
84,heter_508,7,-1,16,300,uniform,"NA",1,6
85,heter_232,12,1,0.25,50,uniform,"NA",1,6
86,heter_500,19,1,64,300,uniform,"NA",1,6
87,heter_381,7,-1,4,100,uniform,"NA",1,6
88,heter_557,15,1,0.25,300,uniform,"NA",1,6
89,heter_84,1,-1,0.25,50,uniform,"NA",1,6
90,heter_418,1,-1,1,100,uniform,"NA",1,6
91,heter_106,4,0,0,50,lognormal,"NA",1,15
92,heter_333,18,0,16,100,uniform,"NA",1,6
93,heter_251,13,1,0.25,50,uniform,"NA",1,6
94,heter_512,11,1,0.25,50,uniform,"NA",1,6
95,heter_137,17,1,4,100,uniform,"NA",1,6
96,heter_571,18,0,0,300,even_discrete,"NA",1,15
97,heter_147,17,0,0,300,uniform,"NA",1,15
98,heter_105,7,1,0.25,100,uniform,"NA",1,6
99,heter_457,8,1,16,100,uniform,"NA",1,6
100,heter_299,5,-1,64,100,uniform,"NA",1,6
101,heter_347,8,1,4,100,uniform,"NA",1,6
102,heter_120,2,0,4,50,uniform,"NA",1,6
103,heter_255,13,-1,64,300,uniform,"NA",1,6
104,heter_180,11,-1,1,100,uniform,"NA",1,6
105,heter_305,19,0,64,300,uniform,"NA",1,6
106,heter_553,14,0,16,300,uniform,"NA",1,6
107,heter_489,3,0,4,300,uniform,"NA",1,6
108,heter_150,20,1,0.25,300,uniform,"NA",1,6
109,heter_37,20,0,0.25,100,uniform,"NA",1,6
110,heter_101,7,1,16,300,uniform,"NA",1,6
111,heter_366,5,0,0,100,normal,"NA",1,15
112,heter_576,1,0,4,300,uniform,"NA",1,6
113,heter_360,5,1,1,50,uniform,"NA",1,6
114,heter_485,19,1,4,300,uniform,"NA",1,6
115,heter_84,14,-1,0.25,50,uniform,"NA",1,6
116,heter_523,5,-1,64,300,uniform,"NA",1,6
117,heter_41,13,-1,4,50,uniform,"NA",1,6
118,heter_339,9,-1,16,50,uniform,"NA",1,6
119,heter_359,9,0,0,300,even_discrete,"NA",1,15
120,heter_397,8,1,64,50,uniform,"NA",1,6
121,heter_199,19,-1,0.25,50,uniform,"NA",1,6
122,heter_552,20,1,0.25,100,uniform,"NA",1,6
123,heter_400,14,1,1,300,uniform,"NA",1,6
1,heter_386,18,0,0,100,uniform,"NA",1,15
2,heter_537,3,0,16,50,uniform,"NA",1,6
3,heter_84,12,-1,0.25,50,uniform,"NA",1,6
4,heter_54,7,1,1,300,uniform,"NA",1,6
5,heter_67,11,1,1,100,uniform,"NA",1,6
6,heter_76,12,0,1,100,uniform,"NA",1,6
7,heter_67,13,1,1,100,uniform,"NA",1,6
8,heter_62,10,-1,4,300,uniform,"NA",1,6
9,heter_540,16,1,64,100,uniform,"NA",1,6
10,heter_247,5,0,0,50,even_discrete,"NA",1,15
11,heter_226,6,-1,4,100,uniform,"NA",1,6
12,heter_343,15,-1,16,50,uniform,"NA",1,6
13,heter_455,6,0,0,50,normal,"NA",1,15
14,heter_180,10,-1,1,100,uniform,"NA",1,6
15,heter_500,3,1,64,300,uniform,"NA",1,6
16,heter_116,13,1,4,100,uniform,"NA",1,6
17,heter_345,18,0,1,100,uniform,"NA",1,6
18,heter_350,20,0,4,50,uniform,"NA",1,6
19,heter_317,5,0,1,300,uniform,"NA",1,6
20,heter_62,1,-1,4,300,uniform,"NA",1,6
21,heter_226,8,-1,4,100,uniform,"NA",1,6
22,heter_478,10,0,0,100,even_discrete,"NA",1,15
23,heter_62,6,-1,4,300,uniform,"NA",1,6
24,heter_251,4,1,0.25,50,uniform,"NA",1,6
25,heter_155,13,-1,64,100,uniform,"NA",1,6
26,heter_512,11,1,0.25,50,uniform,"NA",1,6
27,heter_500,8,1,64,300,uniform,"NA",1,6
28,heter_170,3,0,0,300,normal,"NA",1,15
29,heter_347,12,1,4,100,uniform,"NA",1,6
30,heter_155,19,-1,64,100,uniform,"NA",1,6
31,heter_311,14,0,16,100,uniform,"NA",1,6
32,heter_343,18,-1,16,50,uniform,"NA",1,6
33,heter_152,2,0,0,100,even_discrete,"NA",1,15
34,heter_471,18,-1,4,300,uniform,"NA",1,6
35,heter_170,18,0,0,300,normal,"NA",1,15
36,heter_179,4,-1,0.25,300,uniform,"NA",1,6
37,heter_265,7,0,0,100,uniform,"NA",1,15
38,heter_251,14,1,0.25,50,uniform,"NA",1,6
39,heter_545,20,0,1,100,uniform,"NA",1,6
40,heter_239,1,0,0.25,100,uniform,"NA",1,6
41,heter_114,13,0,0,100,even_discrete,"NA",1,15
42,heter_571,16,0,0,300,even_discrete,"NA",1,15
43,heter_120,16,0,4,50,uniform,"NA",1,6
44,heter_544,1,0,1,50,uniform,"NA",1,6
45,heter_101,9,1,16,300,uniform,"NA",1,6
46,heter_330,7,-1,1,50,uniform,"NA",1,6
47,heter_262,9,0,0,300,lognormal,"NA",1,15
48,heter_54,7,1,1,300,uniform,"NA",1,6
49,heter_343,12,-1,16,50,uniform,"NA",1,6
50,heter_390,16,0,0,50,normal,"NA",1,15
51,heter_474,6,0,0,50,normal,"NA",1,15
52,heter_485,7,1,4,300,uniform,"NA",1,6
53,heter_425,12,-1,16,100,uniform,"NA",1,6
54,heter_347,17,1,4,100,uniform,"NA",1,6
55,heter_119,13,0,0,50,even_discrete,"NA",1,15
56,heter_425,11,-1,16,100,uniform,"NA",1,6
57,heter_287,1,1,64,100,uniform,"NA",1,6
58,heter_60,17,1,16,100,uniform,"NA",1,6
59,heter_347,9,1,4,100,uniform,"NA",1,6
60,heter_121,3,0,64,50,uniform,"NA",1,6
61,heter_180,18,-1,1,100,uniform,"NA",1,6
62,heter_180,14,-1,1,100,uniform,"NA",1,6
63,heter_247,5,0,0,50,even_discrete,"NA",1,15
64,heter_237,1,0,0,100,lognormal,"NA",1,15
65,heter_249,13,0,0,300,lognormal,"NA",1,15
66,heter_543,12,-1,4,100,uniform,"NA",1,6
67,heter_470,10,1,1,100,uniform,"NA",1,6
68,heter_557,5,1,0.25,300,uniform,"NA",1,6
69,heter_470,8,1,1,100,uniform,"NA",1,6
70,heter_489,6,0,4,300,uniform,"NA",1,6
71,heter_211,1,0,0,50,uniform,"NA",1,15
72,heter_379,8,0,4,50,uniform,"NA",1,6
73,heter_237,15,0,0,100,lognormal,"NA",1,15
74,heter_336,15,0,4,100,uniform,"NA",1,6
75,heter_123,2,0,0,100,lognormal,"NA",1,15
76,heter_508,9,-1,16,300,uniform,"NA",1,6
77,heter_61,18,0,1,300,uniform,"NA",1,6
78,heter_483,4,0,0,50,lognormal,"NA",1,15
79,heter_69,4,0,0,300,even_discrete,"NA",1,15
80,heter_86,5,0,0.25,50,uniform,"NA",1,6
81,heter_237,4,0,0,100,lognormal,"NA",1,15
82,heter_390,10,0,0,50,normal,"NA",1,15
83,heter_239,14,0,0.25,100,uniform,"NA",1,6
84,heter_196,18,0,16,50,uniform,"NA",1,6
85,heter_63,10,1,64,300,uniform,"NA",1,6
86,heter_101,4,1,16,300,uniform,"NA",1,6
87,heter_255,5,-1,64,300,uniform,"NA",1,6
88,heter_500,8,1,64,300,uniform,"NA",1,6
89,heter_137,12,1,4,100,uniform,"NA",1,6
90,heter_129,12,-1,4,300,uniform,"NA",1,6
91,heter_474,15,0,0,50,normal,"NA",1,15
92,heter_52,20,-1,4,50,uniform,"NA",1,6
93,heter_232,1,1,0.25,50,uniform,"NA",1,6
94,heter_129,10,-1,4,300,uniform,"NA",1,6
95,heter_421,14,-1,0.25,50,uniform,"NA",1,6
96,heter_209,1,0,0,300,normal,"NA",1,15
97,heter_179,10,-1,0.25,300,uniform,"NA",1,6
98,heter_237,16,0,0,100,lognormal,"NA",1,15
99,heter_339,9,-1,16,50,uniform,"NA",1,6
100,heter_252,7,-1,64,100,uniform,"NA",1,6
101,heter_561,16,1,16,100,uniform,"NA",1,6
102,heter_350,5,0,4,50,uniform,"NA",1,6
103,heter_457,14,1,16,100,uniform,"NA",1,6
104,heter_41,3,-1,4,50,uniform,"NA",1,6
105,heter_457,14,1,16,100,uniform,"NA",1,6
106,heter_571,20,0,0,300,even_discrete,"NA",1,15
107,heter_110,15,1,4,50,uniform,"NA",1,6
108,heter_120,18,0,4,50,uniform,"NA",1,6
109,heter_54,13,1,1,300,uniform,"NA",1,6
110,heter_311,15,0,16,100,uniform,"NA",1,6
111,heter_390,8,0,0,50,normal,"NA",1,15
112,heter_452,5,0,4,300,uniform,"NA",1,6
113,heter_232,4,1,0.25,50,uniform,"NA",1,6
114,heter_506,8,1,1,50,uniform,"NA",1,6
115,heter_41,3,-1,4,50,uniform,"NA",1,6
116,heter_368,6,0,0.25,300,uniform,"NA",1,6
117,heter_523,2,-1,64,300,uniform,"NA",1,6
118,heter_379,11,0,4,50,uniform,"NA",1,6
119,heter_262,8,0,0,300,lognormal,"NA",1,15
120,heter_512,6,1,0.25,50,uniform,"NA",1,6
121,heter_573,10,0,1,50,uniform,"NA",1,6
122,heter_155,16,-1,64,100,uniform,"NA",1,6
123,heter_483,8,0,0,50,lognormal,"NA",1,15
1,heter_483,7,0,0,50,lognormal,"NA",1,15
2,heter_359,18,0,0,300,even_discrete,"NA",1,15
3,heter_86,17,0,0.25,50,uniform,"NA",1,6
4,heter_107,5,0,0,300,normal,"NA",1,15
5,heter_537,9,0,16,50,uniform,"NA",1,6
6,heter_345,9,0,1,100,uniform,"NA",1,6
7,heter_121,8,0,64,50,uniform,"NA",1,6
8,heter_247,12,0,0,50,even_discrete,"NA",1,15
9,heter_114,1,0,0,100,even_discrete,"NA",1,15
10,heter_317,10,0,1,300,uniform,"NA",1,6
11,heter_126,16,0,0.25,100,uniform,"NA",1,6
12,heter_478,19,0,0,100,even_discrete,"NA",1,15
13,heter_183,10,0,0,50,lognormal,"NA",1,15
14,heter_544,2,0,1,50,uniform,"NA",1,6
15,heter_549,17,0,0,300,uniform,"NA",1,15
16,heter_200,4,0,0,50,uniform,"NA",1,15
17,heter_240,4,0,64,50,uniform,"NA",1,6
18,heter_247,4,0,0,50,even_discrete,"NA",1,15
19,heter_526,7,0,0,300,lognormal,"NA",1,15
20,heter_379,10,0,4,50,uniform,"NA",1,6
21,heter_196,6,0,16,50,uniform,"NA",1,6
22,heter_520,5,0,4,100,uniform,"NA",1,6
23,heter_455,13,0,0,50,normal,"NA",1,15
24,heter_386,19,0,0,100,uniform,"NA",1,15
25,heter_119,15,0,0,50,even_discrete,"NA",1,15
26,heter_365,4,0,16,50,uniform,"NA",1,6
27,heter_126,6,0,0.25,100,uniform,"NA",1,6
28,heter_571,13,0,0,300,even_discrete,"NA",1,15
29,heter_311,6,0,16,100,uniform,"NA",1,6
30,heter_508,20,-1,16,300,uniform,"NA",1,6
31,heter_126,16,0,0.25,100,uniform,"NA",1,6
32,heter_545,11,0,1,100,uniform,"NA",1,6
33,heter_237,18,0,0,100,lognormal,"NA",1,15
34,heter_189,20,0,0.25,300,uniform,"NA",1,6
35,heter_189,13,0,0.25,300,uniform,"NA",1,6
36,heter_575,14,0,16,300,uniform,"NA",1,6
37,heter_172,19,0,0,100,uniform,"NA",1,15
38,heter_322,10,0,0.25,50,uniform,"NA",1,6
39,heter_76,7,0,1,100,uniform,"NA",1,6
40,heter_247,11,0,0,50,even_discrete,"NA",1,15
41,heter_537,3,0,16,50,uniform,"NA",1,6
42,heter_200,2,0,0,50,uniform,"NA",1,15
43,heter_474,2,0,0,50,normal,"NA",1,15
44,heter_249,4,0,0,300,lognormal,"NA",1,15
45,heter_483,5,0,0,50,lognormal,"NA",1,15
46,heter_387,18,0,1,50,uniform,"NA",1,6
47,heter_147,8,0,0,300,uniform,"NA",1,15
48,heter_571,9,0,0,300,even_discrete,"NA",1,15
49,heter_86,2,0,0.25,50,uniform,"NA",1,6
50,heter_211,4,0,0,50,uniform,"NA",1,15
51,heter_240,12,0,64,50,uniform,"NA",1,6
52,heter_237,12,0,0,100,lognormal,"NA",1,15
53,heter_206,15,0,16,100,uniform,"NA",1,6
54,heter_107,20,0,0,300,normal,"NA",1,15
55,heter_247,2,0,0,50,even_discrete,"NA",1,15
56,heter_60,1,1,16,100,uniform,"NA",1,6
57,heter_152,13,0,0,100,even_discrete,"NA",1,15
58,heter_524,19,0,16,300,uniform,"NA",1,6
59,heter_471,1,-1,4,300,uniform,"NA",1,6
60,heter_368,7,0,0.25,300,uniform,"NA",1,6
61,heter_54,2,1,1,300,uniform,"NA",1,6
62,heter_61,10,0,1,300,uniform,"NA",1,6
63,heter_249,20,0,0,300,lognormal,"NA",1,15
64,heter_264,16,0,0,100,lognormal,"NA",1,15
65,heter_262,18,0,0,300,lognormal,"NA",1,15
66,heter_60,9,1,16,100,uniform,"NA",1,6
67,heter_240,17,0,64,50,uniform,"NA",1,6
68,heter_489,8,0,4,300,uniform,"NA",1,6
69,heter_189,17,0,0.25,300,uniform,"NA",1,6
70,heter_359,4,0,0,300,even_discrete,"NA",1,15
71,heter_129,17,-1,4,300,uniform,"NA",1,6
72,heter_295,4,0,0,50,even_discrete,"NA",1,15
73,heter_123,13,0,0,100,lognormal,"NA",1,15
74,heter_172,19,0,0,100,uniform,"NA",1,15
75,heter_537,17,0,16,50,uniform,"NA",1,6
76,heter_331,2,0,64,50,uniform,"NA",1,6
77,heter_387,2,0,1,50,uniform,"NA",1,6
78,heter_106,12,0,0,50,lognormal,"NA",1,15
79,heter_128,1,0,0,300,uniform,"NA",1,15
80,heter_524,11,0,16,300,uniform,"NA",1,6
81,heter_114,3,0,0,100,even_discrete,"NA",1,15
82,heter_249,16,0,0,300,lognormal,"NA",1,15
83,heter_311,6,0,16,100,uniform,"NA",1,6
84,heter_402,6,0,1,300,uniform,"NA",1,6
85,heter_239,14,0,0.25,100,uniform,"NA",1,6
86,heter_32,15,0,64,300,uniform,"NA",1,6
87,heter_485,9,1,4,300,uniform,"NA",1,6
88,heter_322,3,0,0.25,50,uniform,"NA",1,6
89,heter_553,10,0,16,300,uniform,"NA",1,6
90,heter_41,7,-1,4,50,uniform,"NA",1,6
91,heter_537,12,0,16,50,uniform,"NA",1,6
92,heter_360,6,1,1,50,uniform,"NA",1,6
93,heter_37,17,0,0.25,100,uniform,"NA",1,6
94,heter_206,15,0,16,100,uniform,"NA",1,6
95,heter_270,3,0,0.25,50,uniform,"NA",1,6
96,heter_483,19,0,0,50,lognormal,"NA",1,15
97,heter_196,14,0,16,50,uniform,"NA",1,6
98,heter_366,1,0,0,100,normal,"NA",1,15
99,heter_478,12,0,0,100,even_discrete,"NA",1,15
100,heter_106,11,0,0,50,lognormal,"NA",1,15
101,heter_520,17,0,4,100,uniform,"NA",1,6
102,heter_370,12,0,0,50,uniform,"NA",1,15
103,heter_474,20,0,0,50,normal,"NA",1,15
104,heter_347,14,1,4,100,uniform,"NA",1,6
105,heter_69,13,0,0,300,even_discrete,"NA",1,15
106,heter_209,10,0,0,300,normal,"NA",1,15
107,heter_520,6,0,4,100,uniform,"NA",1,6
108,heter_189,16,0,0.25,300,uniform,"NA",1,6
109,heter_240,15,0,64,50,uniform,"NA",1,6
110,heter_479,18,0,0,100,normal,"NA",1,15
111,heter_152,15,0,0,100,even_discrete,"NA",1,15
112,heter_147,3,0,0,300,uniform,"NA",1,15
113,heter_345,17,0,1,100,uniform,"NA",1,6
114,heter_270,15,0,0.25,50,uniform,"NA",1,6
115,heter_512,4,1,0.25,50,uniform,"NA",1,6
116,heter_359,14,0,0,300,even_discrete,"NA",1,15
117,heter_331,3,0,64,50,uniform,"NA",1,6
118,heter_474,19,0,0,50,normal,"NA",1,15
119,heter_249,20,0,0,300,lognormal,"NA",1,15
120,heter_69,5,0,0,300,even_discrete,"NA",1,15
121,heter_544,15,0,1,50,uniform,"NA",1,6
122,heter_119,8,0,0,50,even_discrete,"NA",1,15
123,heter_106,11,0,0,50,lognormal,"NA",1,15
1,heter_262,6,0,0,300,lognormal,"NA",1,15
2,heter_69,2,0,0,300,even_discrete,"NA",1,15
3,heter_545,19,0,1,100,uniform,"NA",1,6
4,heter_183,18,0,0,50,lognormal,"NA",1,15
5,heter_211,18,0,0,50,uniform,"NA",1,15
6,heter_402,4,0,1,300,uniform,"NA",1,6
7,heter_76,18,0,1,100,uniform,"NA",1,6
8,heter_370,19,0,0,50,uniform,"NA",1,15
9,heter_366,3,0,0,100,normal,"NA",1,15
10,heter_170,11,0,0,300,normal,"NA",1,15
11,heter_123,9,0,0,100,lognormal,"NA",1,15
12,heter_200,18,0,0,50,uniform,"NA",1,15
13,heter_121,5,0,64,50,uniform,"NA",1,6
14,heter_527,8,0,4,100,uniform,"NA",1,6
15,heter_200,6,0,0,50,uniform,"NA",1,15
16,heter_368,17,0,0.25,300,uniform,"NA",1,6
17,heter_483,10,0,0,50,lognormal,"NA",1,15
18,heter_121,2,0,64,50,uniform,"NA",1,6
19,heter_69,6,0,0,300,even_discrete,"NA",1,15
20,heter_317,15,0,1,300,uniform,"NA",1,6
21,heter_545,10,0,1,100,uniform,"NA",1,6
22,heter_262,14,0,0,300,lognormal,"NA",1,15
23,heter_390,16,0,0,50,normal,"NA",1,15
24,heter_359,16,0,0,300,even_discrete,"NA",1,15
25,heter_526,9,0,0,300,lognormal,"NA",1,15
26,heter_527,20,0,4,100,uniform,"NA",1,6
27,heter_239,4,0,0.25,100,uniform,"NA",1,6
28,heter_128,1,0,0,300,uniform,"NA",1,15
29,heter_452,19,0,4,300,uniform,"NA",1,6
30,heter_247,11,0,0,50,even_discrete,"NA",1,15
31,heter_264,13,0,0,100,lognormal,"NA",1,15
32,heter_305,1,0,64,300,uniform,"NA",1,6
33,heter_478,15,0,0,100,even_discrete,"NA",1,15
34,heter_365,8,0,16,50,uniform,"NA",1,6
35,heter_194,5,0,0.25,300,uniform,"NA",1,6
36,heter_390,11,0,0,50,normal,"NA",1,15
37,heter_37,15,0,0.25,100,uniform,"NA",1,6
38,heter_331,18,0,64,50,uniform,"NA",1,6
39,heter_264,6,0,0,100,lognormal,"NA",1,15
40,heter_172,15,0,0,100,uniform,"NA",1,15
41,heter_247,1,0,0,50,even_discrete,"NA",1,15
42,heter_247,14,0,0,50,even_discrete,"NA",1,15
43,heter_240,15,0,64,50,uniform,"NA",1,6
44,heter_265,15,0,0,100,uniform,"NA",1,15
45,heter_571,8,0,0,300,even_discrete,"NA",1,15
46,heter_106,17,0,0,50,lognormal,"NA",1,15
47,heter_549,16,0,0,300,uniform,"NA",1,15
48,heter_295,20,0,0,50,even_discrete,"NA",1,15
49,heter_368,11,0,0.25,300,uniform,"NA",1,6
50,heter_474,6,0,0,50,normal,"NA",1,15
51,heter_211,18,0,0,50,uniform,"NA",1,15
52,heter_11,17,0,0,100,normal,"NA",1,15
53,heter_386,18,0,0,100,uniform,"NA",1,15
54,heter_366,4,0,0,100,normal,"NA",1,15
55,heter_106,3,0,0,50,lognormal,"NA",1,15
56,heter_194,6,0,0.25,300,uniform,"NA",1,6
57,heter_114,17,0,0,100,even_discrete,"NA",1,15
58,heter_240,12,0,64,50,uniform,"NA",1,6
59,heter_537,11,0,16,50,uniform,"NA",1,6
60,heter_452,20,0,4,300,uniform,"NA",1,6
61,heter_390,19,0,0,50,normal,"NA",1,15
62,heter_331,16,0,64,50,uniform,"NA",1,6
63,heter_265,8,0,0,100,uniform,"NA",1,15
64,heter_172,15,0,0,100,uniform,"NA",1,15
65,heter_69,12,0,0,300,even_discrete,"NA",1,15
66,heter_479,7,0,0,100,normal,"NA",1,15
67,heter_121,19,0,64,50,uniform,"NA",1,6
68,heter_86,13,0,0.25,50,uniform,"NA",1,6
69,heter_365,18,0,16,50,uniform,"NA",1,6
70,heter_262,9,0,0,300,lognormal,"NA",1,15
71,heter_37,6,0,0.25,100,uniform,"NA",1,6
72,heter_365,6,0,16,50,uniform,"NA",1,6
73,heter_11,5,0,0,100,normal,"NA",1,15
74,heter_237,3,0,0,100,lognormal,"NA",1,15
75,heter_575,14,0,16,300,uniform,"NA",1,6
76,heter_317,16,0,1,300,uniform,"NA",1,6
77,heter_474,10,0,0,50,normal,"NA",1,15
78,heter_247,9,0,0,50,even_discrete,"NA",1,15
79,heter_553,14,0,16,300,uniform,"NA",1,6
80,heter_194,20,0,0.25,300,uniform,"NA",1,6
81,heter_37,7,0,0.25,100,uniform,"NA",1,6
82,heter_200,12,0,0,50,uniform,"NA",1,15
83,heter_379,20,0,4,50,uniform,"NA",1,6
84,heter_553,2,0,16,300,uniform,"NA",1,6
85,heter_32,19,0,64,300,uniform,"NA",1,6
86,heter_452,10,0,4,300,uniform,"NA",1,6
87,heter_121,3,0,64,50,uniform,"NA",1,6
88,heter_368,11,0,0.25,300,uniform,"NA",1,6
89,heter_317,5,0,1,300,uniform,"NA",1,6
90,heter_170,6,0,0,300,normal,"NA",1,15
91,heter_200,3,0,0,50,uniform,"NA",1,15
92,heter_402,9,0,1,300,uniform,"NA",1,6
93,heter_114,9,0,0,100,even_discrete,"NA",1,15
94,heter_32,17,0,64,300,uniform,"NA",1,6
95,heter_76,20,0,1,100,uniform,"NA",1,6
96,heter_247,13,0,0,50,even_discrete,"NA",1,15
97,heter_183,9,0,0,50,lognormal,"NA",1,15
98,heter_345,5,0,1,100,uniform,"NA",1,6
99,heter_11,15,0,0,100,normal,"NA",1,15
100,heter_147,6,0,0,300,uniform,"NA",1,15
101,heter_489,18,0,4,300,uniform,"NA",1,6
102,heter_200,8,0,0,50,uniform,"NA",1,15
103,heter_264,9,0,0,100,lognormal,"NA",1,15
104,heter_86,9,0,0.25,50,uniform,"NA",1,6
105,heter_526,17,0,0,300,lognormal,"NA",1,15
106,heter_370,7,0,0,50,uniform,"NA",1,15
107,heter_345,20,0,1,100,uniform,"NA",1,6
108,heter_32,8,0,64,300,uniform,"NA",1,6
109,heter_86,5,0,0.25,50,uniform,"NA",1,6
110,heter_11,5,0,0,100,normal,"NA",1,15
111,heter_114,7,0,0,100,even_discrete,"NA",1,15
112,heter_549,17,0,0,300,uniform,"NA",1,15
113,heter_295,10,0,0,50,even_discrete,"NA",1,15
114,heter_479,4,0,0,100,normal,"NA",1,15
115,heter_194,16,0,0.25,300,uniform,"NA",1,6
116,heter_549,3,0,0,300,uniform,"NA",1,15
117,heter_305,6,0,64,300,uniform,"NA",1,6
118,heter_119,16,0,0,50,even_discrete,"NA",1,15
119,heter_549,2,0,0,300,uniform,"NA",1,15
120,heter_474,15,0,0,50,normal,"NA",1,15
121,heter_106,13,0,0,50,lognormal,"NA",1,15
122,heter_211,17,0,0,50,uniform,"NA",1,15
123,heter_370,9,0,0,50,uniform,"NA",1,15
1,heter_295,9,0,0,50,even_discrete,"NA",1,15
2,heter_119,10,0,0,50,even_discrete,"NA",1,15
3,heter_183,8,0,0,50,lognormal,"NA",1,15
4,heter_478,4,0,0,100,even_discrete,"NA",1,15
5,heter_390,1,0,0,50,normal,"NA",1,15
6,heter_152,7,0,0,100,even_discrete,"NA",1,15
7,heter_265,6,0,0,100,uniform,"NA",1,15
8,heter_211,6,0,0,50,uniform,"NA",1,15
9,heter_172,5,0,0,100,uniform,"NA",1,15
10,heter_549,9,0,0,300,uniform,"NA",1,15
11,heter_119,14,0,0,50,even_discrete,"NA",1,15
12,heter_455,13,0,0,50,normal,"NA",1,15
13,heter_295,17,0,0,50,even_discrete,"NA",1,15
14,heter_11,4,0,0,100,normal,"NA",1,15
15,heter_571,2,0,0,300,even_discrete,"NA",1,15
16,heter_526,20,0,0,300,lognormal,"NA",1,15
17,heter_474,11,0,0,50,normal,"NA",1,15
18,heter_119,7,0,0,50,even_discrete,"NA",1,15
