page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
15,26098.799999952316,4,11,20,1,Shape,Very,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,586,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_586,20,300,506.8521557462393,20,TRUE,9.85856178470804e-11,0,1,0.9340659340659341
16,8774.799999952316,4,12,0,0,NA,NA,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,402,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_402,20,300,19.20492541406759,17,FALSE,5.231797225360212e-5,0.28093999999999997,0,0.1
17,38999.799999952316,4,13,5_11_16,3,Outlier(s),Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,193,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_193,20,300,233.88768082062143,7,FALSE,0.003183021608057285,1,0,0
18,17008.899999976158,4,14,5,1,Cluster(s),Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,571,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,even_discrete,normal,1,heter_571,20,300,0,1,FALSE,0.5606451395819179,1,0,0
19,13147.700000047684,4,15,10,1,Cluster(s),Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,293,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,normal,normal,1,heter_293,20,100,12.352356030045694,13,FALSE,5.6099505965214976e-5,1,0,0
20,94847.19999992847,4,16,0,0,NA,NA,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,355,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_355,20,50,17.38300230073278,12,FALSE,0.001286971721003321,1,0,0
21,14888.300000071526,4,17,11_6_1,3,Shape,Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,428,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_428,20,50,1.352022067886388,9,FALSE,0.26799388330436424,1,0,0
22,9611.5,4,18,1,1,Outlier(s),Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,215,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_215,20,100,157.8781358304527,3,FALSE,3.4929466828634764e-4,0.005280000000000062,0,0.41666666666666663
23,19739.699999928474,4,19,5_2,2,Outlier(s),Slightly,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,277,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_277,20,100,84.19349659452018,2,TRUE,2.338298833831286e-4,0.0262,0.5,0.375
24,12003.600000023842,4,20,3,1,Shape,Not at all,613ee464768f4be3b5ff3eaa,25-39,Diploma and Bachelor Degree,He,Yes,297,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,lognormal,normal,1,heter_297,20,100,1.3317059621567822,13,FALSE,0.798869159766224,1,0,0
5,60219.09999999404,5,1,10,1,Shape,Very,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,508,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_508,20,300,262.9236523726383,10,TRUE,2.3907944620353637e-9,0,1,1
6,18140.5,5,2,14,1,Cluster(s),Very,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,389,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_389,20,300,418.95454661830877,14,TRUE,7.801075157464355e-9,2.4000000000001798e-4,1,1
7,55290.20000000298,5,3,16,1,_Least points below the y axis,Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,163,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,lognormal,normal,1,heter_163,20,50,3.119097270998882,1,FALSE,0.12376623775269611,1,0,0
8,71587.10000000149,5,4,12,1,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,238,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_238,20,300,4.7363448910410995,12,TRUE,0.46370562637904283,0.21867999999999999,1,0.25
9,59452.39999999851,5,5,11,1,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,73,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_73,20,50,2.975993130555624,4,FALSE,0.5485024267068048,1,0,0
10,25413.90000000596,5,6,10_5_11,3,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,202,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_202,20,50,39.70472888317832,20,FALSE,0.0026452215232642563,1,0,0
11,23860.5,5,7,13,1,Cluster(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,446,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_446,20,300,114.5530260881483,13,TRUE,1.4278431738745722e-18,2.4000000000001798e-4,1,1
12,14082.5,5,8,20,1,Shape,Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,33,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_33,20,300,49.09941278778433,20,TRUE,1.3303948964197456e-8,0.006920000000000037,1,0.5833333333333334
13,12312.29999999702,5,9,7,1,Cluster(s),Moderately,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,580,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_580,20,300,631.4151296963204,7,TRUE,4.71232216387025e-10,0,1,1
14,40538.29999999702,5,10,14_19,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,249,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_249,20,300,0,20,FALSE,0.8452656644427073,1,0,0
15,29286.19999999553,5,11,3,1,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,409,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_409,20,100,83.7585391208635,3,TRUE,0.001912610618932536,0.0034399999999999986,1,1
16,16680.60000000149,5,12,10,1,Shape,Moderately,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,584,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_584,20,300,591.8897696271714,10,TRUE,7.435431009796723e-10,0,1,0.9166666666666666
17,60549.5,5,13,9_12,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,418,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,uniform,normal,1,heter_418,20,100,15.401703570437007,12,TRUE,0.018213141913798768,0.006800000000000028,0.5,0.75
18,25370.70000000298,5,14,0,0,NA,NA,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,520,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_520,20,100,25.83600042125795,13,FALSE,0.00339897288785956,1,0,0
19,32380.80000000447,5,15,8_9,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,36,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,lognormal,normal,1,heter_36,20,100,134.30066263007893,12,FALSE,0.0037664500637501967,1,0,0
20,22640.5,5,16,9_17,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,136,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_136,20,100,1.7791254616360135,20,FALSE,0.828522440799304,1,0,0
21,11652.5,5,17,5_13,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,217,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_217,20,50,18.88001115034114,17,FALSE,0.09934741501320614,1,0,0
22,54913.89999999851,5,18,11_16,2,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,86,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_86,20,50,0.33893118456539995,13,FALSE,0.0032918673215784084,1,0,0
23,25150.40000000596,5,19,15,1,Outlier(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,547,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_547,20,50,68.61370344021726,6,FALSE,0.08852747636535567,1,0,0
24,42163.19999999553,5,20,18,1,Cluster(s),Slightly,5e722b8cffc65d01103bbc8a,25-39,Honours Degree,She,No,420,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_420,20,50,22.273689039070153,4,FALSE,0.0034464641871844092,1,0,0
5,38453.099999997765,6,1,10,1,Outlier(s),Very,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,314,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,even_discrete,normal,1,heter_314,20,100,16.423397519330198,9,FALSE,0.001016879278524935,1,0,0
6,15718.60000000149,6,2,19,1,Shape,Very,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,184,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_184,20,100,130.64635463815878,19,TRUE,7.6258845514330935e-6,4.0000000000040004e-5,1,0.8125
7,18022.10000000149,6,3,10,1,Shape,Extremely,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,584,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_584,20,300,591.8897696271714,10,TRUE,7.435431009796723e-10,0,1,0.9166666666666666
8,39366.699999999255,6,4,19,1,Cluster(s),Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,496,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_496,20,100,67.37639809026038,14,FALSE,5.238344474780301e-6,1,0,0
9,50421.89999999851,6,5,18,1,Shape,Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,445,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_445,20,50,78.67946963891372,18,TRUE,0.017948905894999242,0.0034399999999999986,1,1
10,38150.199999999255,6,6,9,1,Cluster(s),Moderately,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,4,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_4,20,50,23.885420266255764,6,FALSE,0.050670786890702924,0.41362,0,0.06666666666666667
11,11725.60000000149,6,7,19,1,Outlier(s),Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,37,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_37,20,100,0.7745837935683966,8,FALSE,0.1428125668785665,1,0,0
12,15151.800000000745,6,8,20,1,Outlier(s),Extremely,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,571,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,even_discrete,normal,1,heter_571,20,300,0,1,FALSE,0.5606451395819179,1,0,0
13,22437.900000002235,6,9,2,1,Cluster(s),Moderately,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,450,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_450,20,50,0.9089488068422433,17,FALSE,0.1478845861234897,1,0,0
14,18806.699999999255,6,10,11,1,Cluster(s),Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,188,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_188,20,300,112.44360815070641,11,TRUE,4.4914855168005783e-4,0.05025999999999997,1,1
15,8270.400000002235,6,11,10,1,Shape,Very,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,508,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_508,20,300,262.9236523726383,10,TRUE,2.3907944620353637e-9,0,1,1
16,13286.099999997765,6,12,20,1,Cluster(s),Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,167,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_167,20,50,2.54419958294765,2,FALSE,0.7520297753246856,1,0,0
17,14358.60000000149,6,13,7,1,Shape,Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,396,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_396,20,50,1.8109216831601707,9,FALSE,0.13159186221240649,1,0,0
18,10358.20000000298,6,14,5,1,Outlier(s),Moderately,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,548,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_548,20,50,40.964559016422726,2,FALSE,7.090213216709436e-4,1,0,0
19,11831.099999997765,6,15,16,1,Cluster(s),Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,538,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_538,20,300,145.69527692713032,16,TRUE,4.479756945297137e-18,0.0034399999999999986,1,1
20,8326.699999999255,6,16,5,1,Shape,Extremely,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,160,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,normal,normal,1,heter_160,20,300,207.2213046635519,5,TRUE,4.986308033991598e-24,0,1,1
21,15854.39999999851,6,17,0,0,NA,NA,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,238,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,normal,normal,1,heter_238,20,300,4.7363448910410995,12,FALSE,0.46370562637904283,0.21867999999999999,0,0.25
22,24190.20000000298,6,18,17,1,Outlier(s),Not at all,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,326,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,uniform,normal,1,heter_326,20,300,40.50116595283957,18,FALSE,3.0046049918604483e-6,0.008500000000000063,0,0.3833333333333333
23,12414.699999999255,6,19,4,1,Shape,Slightly,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,203,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_203,20,100,57.63555281604918,13,FALSE,0.060942363238325505,1,0,0
24,6102.60000000149,6,20,13,1,Shape,Extremely,61621d61b0eedb6e196e0950,18-24,High School or below,He,No,585,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_585,20,300,419.3691395529138,13,TRUE,1.0871527441098461e-13,0,1,0.9242424242424242
5,89711.79999999981,7,1,9,1,Outlier(s),Moderately,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,354,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,even_discrete,normal,1,heter_354,20,50,42.574653167149755,5,FALSE,0.0038196925246655627,1,0,0
6,66928.8999999999,7,2,10,1,Outlier(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,501,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,normal,normal,1,heter_501,20,50,45.71136967670645,2,FALSE,0.03426544387039559,1,0,0
7,27252.5,7,3,15,1,Outlier(s),Very,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,352,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_352,20,300,399.8478979959183,15,TRUE,3.932888722658708e-14,9.000000000000119e-4,1,0.75
8,66857.69999999972,7,4,0,0,NA,NA,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,245,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,lognormal,normal,1,heter_245,20,50,2.0589645228864093,14,FALSE,0.0011448147706093548,0.25851999999999997,0,0.125
9,22803.69999999972,7,5,17,1,Cluster(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,331,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_331,20,50,57.30477897425107,17,TRUE,0.05564182201930081,0.18291999999999997,1,0.3333333333333333
10,54138.60000000009,7,6,3_9_5_14,4,Cluster(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,113,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,lognormal,normal,1,heter_113,20,50,0.4910892349456404,6,FALSE,0.14100087014451726,1,0,0
11,25308.700000000186,7,7,3,1,Shape,Very,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,579,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_579,20,300,515.4548126879217,3,TRUE,1.7395653817271618e-12,1.1102230246251565e-16,1,0.9318181818181818
12,64466,7,8,0,0,NA,NA,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,249,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,lognormal,normal,1,heter_249,20,300,0,20,FALSE,0.8452656644427073,1,0,0
13,14573.200000000186,7,9,13,1,Shape,Moderately,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,378,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_378,20,300,273.7178512888421,13,TRUE,1.6557098584361864e-12,4.0000000000040004e-5,1,0.8125
14,30524.299999999814,7,10,5_6,2,Shape,Moderately,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,452,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_452,20,300,75.96349500817807,5,TRUE,4.580879331096078e-13,0.015859999999999985,0.5,0.5
15,33595.5,7,11,3_5,2,Cluster(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,417,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,lognormal,normal,1,heter_417,20,100,72.71914666766634,12,FALSE,0.07646682535966708,1,0,0
16,33580,7,12,8_13,2,Outlier(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,181,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_181,20,100,35.11242209572481,18,FALSE,0.04265925827474669,0.43923999999999996,0,0.041666666666666664
17,34147.19999999972,7,13,14,1,Cluster(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,219,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,normal,normal,1,heter_219,20,300,1.9473918176741734,14,TRUE,0.5818377243088219,0.009780000000000011,1,0.6666666666666666
18,25388.799999999814,7,14,19_18,2,Outlier(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,574,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,normal,normal,1,heter_574,20,50,6.623027923162251,11,FALSE,1.5315566953203163e-4,1,0,0
19,74609.3999999999,7,15,18,1,_only very slight difference if any,Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,326,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,uniform,normal,1,heter_326,20,300,40.50116595283957,18,TRUE,3.0046049918604483e-6,0.008500000000000063,1,0.3833333333333333
20,21949.100000000093,7,16,6,1,Cluster(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,444,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_444,20,100,41.78067054383392,6,TRUE,4.49011981742337e-7,0.0034399999999999986,1,1
21,20532.69999999972,7,17,8,1,Outlier(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,222,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,normal,normal,1,heter_222,20,300,135.75139749091403,8,TRUE,3.2255027625521027e-7,0.05025999999999997,1,1
22,26244.30000000028,7,18,19_14,2,Outlier(s),Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,48,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,uniform,normal,1,heter_48,20,100,2.8633783816085057,4,FALSE,0.4102741358373812,1,0,0
23,10861.5,7,19,11,1,Shape,Moderately,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,588,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_588,20,300,593.468161694829,11,TRUE,1.8215070600580243e-13,0,1,1
24,17173,7,20,9_10,2,Shape,Slightly,615e9afb5721e52103cdfb4d,25-39,Diploma and Bachelor Degree,She,Yes,576,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_576,20,300,85.0574685998636,9,TRUE,2.2950603999231577e-9,0.14088,0.5,0.25
5,58158.20000000112,8,1,14,1,Outlier(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,484,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_484,20,50,44.48419267276375,14,TRUE,0.004329681447900058,0.09526000000000001,1,0.5
6,165247.69999999925,8,2,10,1,Outlier(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,516,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_516,20,100,136.3742654160305,10,TRUE,1.2343532811232472e-4,0.0034399999999999986,1,1
7,27339.900000000373,8,3,1_13_17,3,Outlier(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,136,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_136,20,100,1.7791254616360135,20,FALSE,0.828522440799304,1,0,0
8,21048.200000001118,8,4,18,1,Cluster(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,35,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,normal,normal,1,heter_35,20,300,5.259550082326754,11,FALSE,0.2237745848296669,1,0,0
9,93132.5,8,5,0,0,NA,NA,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,273,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,lognormal,normal,1,heter_273,20,100,165.95469943441813,17,FALSE,0.02600020378158049,1,0,0
10,12335.39999999851,8,6,19,1,Cluster(s),Moderately,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,577,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_577,20,300,429.7930957097183,19,TRUE,4.862204092790415e-13,0,1,0.8166666666666667
11,29413.10000000149,8,7,16,1,Cluster(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,143,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_143,20,100,26.044548862665927,8,FALSE,0.10131988506334386,1,0,0
12,34612.10000000149,8,8,14,1,Cluster(s),Slightly,613b8c9719c838f7c5e7297c,18-24,High School or below,She,No,382,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,normal,normal,1,heter_382,20,100,82.20198306012615,14,TRUE,3.872021834843583e-6,0.23175999999999997,1,0.5
