page,response_time,set,num,selection,num_selection,reason,confidence,prolific_id,age_group,education,pronoun,previous_experience,lineup_id,type,formula,a,b,x_dist,e_dist,e_sigma,name,k,n,effect_size,answer,detect,conventional_p_value,p_value,weigthed_detect,prop_detect
10,12077.40000000596,55,6,14,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,178,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,uniform,normal,1,heter_178,20,300,133.24938788738464,14,TRUE,3.78366492338713e-12,2.4000000000001798e-4,1,1
11,21819.19999998808,55,7,19,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,271,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_271,20,300,46.220812562830474,1,FALSE,8.880579729073516e-8,0.14088,0,0.25
12,29496.20000000298,55,8,17,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,254,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,lognormal,normal,1,heter_254,20,100,2.2443145891302976,12,FALSE,0.0019259198307967878,1,0,0
13,30596.09999999404,55,9,20,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,410,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,lognormal,normal,1,heter_410,20,300,415.58046376819664,17,FALSE,0.003705003035039291,1,0,0
14,23666.89999999106,55,10,7,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,377,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,normal,normal,1,heter_377,20,100,2.819315470471551,7,TRUE,0.0310349114242983,0.0034399999999999986,1,1
15,7547.20000000298,55,11,0,0,NA,NA,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,328,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_328,20,300,4.351512971580448,15,FALSE,0.011439077406923698,1,0,0
16,12791.29999999702,55,12,2,1,Shape,Moderately,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,578,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_578,20,300,510.0051619821702,2,TRUE,5.657831625073182e-12,0,1,0.9375
17,15151.70000000298,55,13,19,1,Shape,Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,283,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,lognormal,normal,1,heter_283,20,50,1.979657364649567,4,FALSE,0.21173258224187164,1,0,0
18,24449.10000000894,55,14,4,1,Shape,Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,387,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_387,20,50,2.7808499831969566,4,TRUE,0.056593836531901656,0.04608000000000012,1,0.38095238095238093
19,13437.90000000596,55,15,11,1,Shape,Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,305,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,uniform,normal,1,heter_305,20,300,342.9682762650295,11,TRUE,3.031473962830072e-14,0,1,1
20,18132.09999999404,55,16,13,1,Shape,Not at all,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,153,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_153,20,100,168.82415028040242,13,TRUE,0.011312622855689548,0.25851999999999997,1,0.25
21,16819.5,55,17,20,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,547,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,even_discrete,normal,1,heter_547,20,50,68.61370344021726,6,FALSE,0.08852747636535567,1,0,0
22,15949.59999999404,55,18,20,1,Cluster(s),Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,416,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,even_discrete,normal,1,heter_416,20,100,76.79278638946198,16,FALSE,9.412176278564807e-5,1,0,0
23,13956.10000000894,55,19,11,1,Shape,Moderately,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,587,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_587,20,300,509.81871622674197,11,TRUE,6.357507847382139e-12,0,1,0.8571428571428571
24,26730.5,55,20,12,1,Shape,Slightly,5f63ab234f28b50db4edb908,55-64,Diploma and Bachelor Degree,He,No,48,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,uniform,normal,1,heter_48,20,100,2.8633783816085057,4,FALSE,0.4102741358373812,1,0,0
5,168222.59999999404,56,1,12_11_20_1_9_4_19,7,Outlier(s),Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,387,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_387,20,50,2.7808499831969566,4,TRUE,0.056593836531901656,0.04608000000000012,0.14285714285714285,0.38095238095238093
6,889126.799999997,56,2,3_1_14_17,4,Shape,Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,49,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,even_discrete,normal,1,heter_49,20,100,14.639131135605187,10,FALSE,0.00709168530635099,1,0,0
7,33434.5,56,3,3_18_7_9,4,Shape,Extremely,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,16,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,lognormal,normal,1,heter_16,20,50,80.36962287822178,7,TRUE,0.3484593312289288,0.23175999999999997,0.25,0.125
8,34475.90000000596,56,4,5_9_6_13_20,5,Outlier(s),Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,79,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,even_discrete,normal,1,heter_79,20,300,107.49674268193002,5,TRUE,1.8519683344090379e-9,0.01649999999999996,0.2,0.6
9,38265.5,56,5,3_18_10_5,4,Shape,Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,579,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,256,uniform,normal,1,heter_579,20,300,515.4548126879217,3,TRUE,1.7395653817271618e-12,1.1102230246251565e-16,0.25,0.9318181818181818
10,52113.5,56,6,14_3_7_16_17,5,Outlier(s),Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,455,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,normal,normal,1,heter_455,20,50,0,12,FALSE,0.46196834950426646,1,0,0
11,70646.29999999702,56,7,12_18_11_2_4,5,Cluster(s),Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,433,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,uniform,normal,1,heter_433,20,300,266.2072644824775,12,TRUE,2.9693624690574876e-13,0.24619999999999997,0.2,0.2
12,25697.60000000894,56,8,9_3_19_11_16_18,6,Outlier(s),Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,55,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_55,20,100,43.06548845697908,19,TRUE,0.05404104072322682,0.32855999999999996,0.16666666666666666,0.08333333333333333
13,24232.30000001192,56,9,20_18_13_9_10,5,Cluster(s),Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,496,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_496,20,100,67.37639809026038,14,FALSE,5.238344474780301e-6,1,0,0
14,44271.5,56,10,8_3_1,3,Cluster(s),Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,368,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,uniform,normal,1,heter_368,20,300,2.42526567513346,18,FALSE,0.0697274411350205,1,0,0
15,20024.39999999106,56,11,5_7_1_16_20_19,6,Outlier(s),Extremely,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,41,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,uniform,normal,1,heter_41,20,50,16.96723477600765,20,TRUE,0.0022027697444891446,0.009199999999999986,0.16666666666666666,0.3333333333333333
16,28128.10000000894,56,12,2_10_12_18,4,Cluster(s),Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,289,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,normal,normal,1,heter_289,20,300,404.2809643602109,2,TRUE,2.6727831812454815e-13,0.0017000000000000348,0.25,0.5833333333333334
17,19756.5,56,13,1_2_10_11_18,5,Outlier(s),Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,141,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,lognormal,normal,1,heter_141,20,50,25.204467385515446,10,TRUE,3.5131248904737985e-4,0.31636,0.2,0.1
18,23367.5,56,14,2_8_12_20,4,Outlier(s),Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,228,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,even_discrete,normal,1,heter_228,20,300,430.12437797559073,6,FALSE,1.258397464528159e-13,1,0,0
19,25557.39999999106,56,15,20_13_14_4,4,Outlier(s),Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,96,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,lognormal,normal,1,heter_96,20,300,98.73515382373176,12,FALSE,0.17990692673426992,0.44799999999999995,0,0.05555555555555555
20,21873.20000000298,56,16,4_2_3_20_19_16,6,Outlier(s),Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,287,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,uniform,normal,1,heter_287,20,100,143.38114181323826,15,FALSE,1.2167286057139222e-4,0.09784000000000004,0,0.5
21,28535.40000000596,56,17,1_10_16,3,Cluster(s),Very,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,0.3333333333333333,0.9027777777777778
22,21524.39999999106,56,18,4_5_6_14,4,Shape,Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,58,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_58,20,100,92.54342100450745,3,FALSE,8.044385991340361e-4,0.33743999999999996,0,0.125
23,32267.79999999702,56,19,13_20_8,3,Outlier(s),Moderately,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,98,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,even_discrete,normal,1,heter_98,20,50,1.7368429075008365,1,FALSE,0.4908418013950341,1,0,0
24,23574.5,56,20,1_20_19_18_16,5,Shape,Slightly,616f0242786391a78a11f3e9,25-39,Diploma and Bachelor Degree,He,Yes,38,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_38,20,100,0.43484663267282286,4,FALSE,0.0033600382191070854,1,0,0
5,45384.800000190735,57,1,10,1,Shape,Very,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,480,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,lognormal,normal,1,heter_480,20,300,126.21076822160053,10,TRUE,0.0012443353850633426,0.14122,1,0.3333333333333333
6,38561.799999952316,57,2,0,0,NA,NA,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,339,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_339,20,50,37.5428819357818,6,FALSE,0.049593103223819636,1,0,0
7,28000.5,57,3,10_15,2,Outlier(s),Moderately,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,335,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,normal,normal,1,heter_335,20,50,76.38768164279216,1,FALSE,0.032882049737104964,1,0,0
8,15134.599999904633,57,4,0,0,NA,NA,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,132,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,even_discrete,normal,1,heter_132,20,50,24.24883036575913,17,FALSE,9.187663198620589e-4,0.32882,0,0.08333333333333333
9,9327.700000047684,57,5,0,0,NA,NA,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,44,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_44,20,300,258.8693935954551,11,FALSE,6.367176110115223e-13,0.015859999999999985,0,0.5
10,12958.099999904633,57,6,2,1,Shape,Extremely,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,578,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,128,uniform,normal,1,heter_578,20,300,510.0051619821702,2,TRUE,5.657831625073182e-12,0,1,0.9375
11,35509.799999952316,57,7,16_15_5_1,4,Cluster(s),Very,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,307,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,lognormal,normal,1,heter_307,20,50,96.87086983072648,9,FALSE,0.20483426436136543,1,0,0
12,31452.89999985695,57,8,10,1,Outlier(s),Slightly,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,314,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,even_discrete,normal,1,heter_314,20,100,16.423397519330198,9,FALSE,0.001016879278524935,1,0,0
13,21147.299999952316,57,9,10_4_5_15_17,5,Cluster(s),Moderately,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,210,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,lognormal,normal,1,heter_210,20,50,2.703843451489586,5,TRUE,0.01618158373175355,0.28093999999999997,0.2,0.1
14,51732,57,10,11_20_8_18,4,Outlier(s),Moderately,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,372,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_372,20,100,37.581853365116665,19,FALSE,0.012377445002298381,1,0,0
15,33231.199999809265,57,11,17,1,Cluster(s),Extremely,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,414,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,uniform,normal,1,heter_414,20,300,407.94699602886135,17,TRUE,2.908255366086431e-15,0.0034399999999999986,1,1
16,8667.400000095367,57,12,1,1,Cluster(s),Extremely,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,581,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,128,uniform,normal,1,heter_581,20,300,415.23401690678276,1,TRUE,1.6322489776530908e-14,0,1,0.9027777777777778
17,21927.099999904633,57,13,15_10_2_5,4,Outlier(s),Very,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,450,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,even_discrete,normal,1,heter_450,20,50,0.9089488068422433,17,FALSE,0.1478845861234897,1,0,0
18,28730.60000014305,57,14,3,1,Outlier(s),Slightly,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,20,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,normal,normal,1,heter_20,20,300,4.81770011245284,8,FALSE,8.044442022816577e-9,1,0,0
19,16632.5,57,15,10_1_11,3,Cluster(s),Slightly,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,265,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_265,20,100,0,17,FALSE,0.4876067734270351,1,0,0
20,26758,57,16,0,0,NA,NA,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,451,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,lognormal,normal,1,heter_451,20,100,0.32460768102409077,10,FALSE,0.3676439423564569,1,0,0
21,38757.300000190735,57,17,19,1,Outlier(s),Slightly,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,496,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,lognormal,normal,1,heter_496,20,100,67.37639809026038,14,FALSE,5.238344474780301e-6,1,0,0
22,14525.399999856949,57,18,19,1,Cluster(s),Very,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,184,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_184,20,100,130.64635463815878,19,TRUE,7.6258845514330935e-6,4.0000000000040004e-5,1,0.8125
23,8479.099999904633,57,19,0,0,NA,NA,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,124,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_124,20,300,7.845207041145102,15,FALSE,0.7615302897808319,1,0,0
24,18559,57,20,13_14,2,Cluster(s),Moderately,60daeb572a958d6c4ac555d1,18-24,High School or below,He,Yes,360,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,uniform,normal,1,heter_360,20,50,6.782001232029717,20,FALSE,0.2638944040354021,1,0,0
5,70708,58,1,3_18,2,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,355,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,16,normal,normal,1,heter_355,20,50,17.38300230073278,12,FALSE,0.001286971721003321,1,0,0
6,69015,58,2,12,1,Cluster(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,532,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,lognormal,normal,1,heter_532,20,300,418.02410144621996,4,FALSE,0.024448182343991483,1,0,0
7,35551,58,3,20,1,Cluster(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,317,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,1,uniform,normal,1,heter_317,20,300,18.614730038188156,11,FALSE,2.394219039015308e-7,1,0,0
8,42384,58,4,4_10_9,3,Cluster(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,211,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,uniform,normal,1,heter_211,20,50,0,5,FALSE,0.5930191124211727,1,0,0
9,76864,58,5,13_4_10,3,Cluster(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,152,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0,even_discrete,normal,1,heter_152,20,100,-7.105427357601002e-15,2,FALSE,0.7964921896200737,0.5138199999999999,0,0.03125
10,27167,58,6,11,1,Cluster(s),Very,611bf41079ffca32db5a3080,18-24,High School or below,She,No,588,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_588,20,300,593.468161694829,11,TRUE,1.8215070600580243e-13,0,1,1
11,36720,58,7,0,0,NA,NA,611bf41079ffca32db5a3080,18-24,High School or below,She,No,342,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,4,lognormal,normal,1,heter_342,20,50,10.96783073150887,2,FALSE,2.030468797231325e-4,1,0,0
12,22369,58,8,18,1,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,442,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,16,uniform,normal,1,heter_442,20,100,83.40252183547786,18,TRUE,9.036682496350861e-4,0.0034399999999999986,1,1
13,40962,58,9,9,1,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,357,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,1,even_discrete,normal,1,heter_357,20,50,8.176670473585203,20,FALSE,0.0040249170775969925,1,0,0
14,43090,58,10,9_19_11,3,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,212,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,64,lognormal,normal,1,heter_212,20,300,151.9734948179661,9,TRUE,4.266747126952302e-18,0.15054,0.3333333333333333,0.3333333333333333
15,47965,58,11,13_20,2,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,566,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,0.25,lognormal,normal,1,heter_566,20,100,0.9190208736572814,5,FALSE,0.46745336765803475,1,0,0
16,41549,58,12,20,1,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,380,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,1,normal,normal,1,heter_380,20,100,9.569078203832802,7,FALSE,0.5297434197482288,1,0,0
17,46285,58,13,8_16,2,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,153,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,64,normal,normal,1,heter_153,20,100,168.82415028040242,13,FALSE,0.011312622855689548,0.25851999999999997,0,0.25
18,41776,58,14,19,1,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,550,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,64,even_discrete,normal,1,heter_550,20,50,64.38208085236941,19,TRUE,5.559788361521836e-4,0.05025999999999997,1,1
19,38429,58,15,5_1_20,3,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,102,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,normal,normal,1,heter_102,20,300,132.34087800475638,7,FALSE,5.281155037035357e-6,0.33972,0,0.3333333333333333
20,45007,58,16,10_6_9,3,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,520,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,0,4,uniform,normal,1,heter_520,20,100,25.83600042125795,13,FALSE,0.00339897288785956,1,0,0
21,25617,58,17,14,1,Shape,Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,353,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,16,even_discrete,normal,1,heter_353,20,100,88.29228761621667,14,TRUE,8.794482777941137e-6,4.999999999999449e-4,1,0.8333333333333334
22,114528,58,18,20,1,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,232,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,0.25,uniform,normal,1,heter_232,20,50,1.2203776103066026,8,FALSE,0.4418565203432314,1,0,0
23,33838,58,19,9_14,2,Outlier(s),Slightly,611bf41079ffca32db5a3080,18-24,High School or below,She,No,225,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,even_discrete,normal,1,heter_225,20,300,9.037937768251581,12,FALSE,0.04753755821249661,1,0,0
24,20499,58,20,10,1,Cluster(s),Moderately,611bf41079ffca32db5a3080,18-24,High School or below,She,No,584,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,256,uniform,normal,1,heter_584,20,300,591.8897696271714,10,TRUE,7.435431009796723e-10,0,1,0.9166666666666666
5,307590.69999999925,59,1,16,1,Outlier(s),Not at all,6168b737620a7dd3b19c25f,18-24,Diploma and Bachelor Degree,She,Yes,1,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,-1,0.25,even_discrete,normal,1,heter_1,20,300,9.425726384090936,12,FALSE,0.023388200873507334,1,0,0
6,140997.80000000075,59,2,4,1,Outlier(s),Slightly,6168b737620a7dd3b19c25f,18-24,Diploma and Bachelor Degree,She,Yes,499,heteroskedasticity,y ~ 1 + x + sqrt(1 + (2 - abs(a)) * (x - a)^2 * b) * e,1,4,even_discrete,normal,1,heter_499,20,50,23.14491805616848,4,TRUE,0.00556311448009182,0.09179999999999988,1,0.4444444444444444
