subject,lineup_id,order,shape,n,x_dist,e_sigma,rep
119,543,8,4,300,normal,0.5,2
120,111,8,1,100,lognormal,1,1
121,164,15,4,50,normal,1,3
122,388,4,4,50,normal,2,3
123,573,10,2,100,uniform,0.5,2
124,283,9,4,50,uniform,2,1
125,355,9,4,300,uniform,1,2
126,64,6,3,300,even_discrete,1,2
127,45,4,3,100,even_discrete,0.5,1
128,562,18,1,100,uniform,1,3
129,195,11,3,300,uniform,2,1
130,93,5,2,300,normal,4,1
131,53,3,1,50,lognormal,4,1
132,274,19,2,100,lognormal,4,3
133,488,12,1,50,lognormal,1,2
134,154,12,4,300,uniform,4,1
135,221,13,3,100,uniform,1,1
136,363,5,4,300,lognormal,4,2
137,552,6,4,100,normal,0.5,1
138,170,20,1,300,lognormal,1,2
139,351,18,3,50,lognormal,4,1
140,66,5,3,50,lognormal,4,2
141,308,7,4,300,lognormal,1,1
142,115,12,3,300,lognormal,1,1
143,199,19,2,50,uniform,0.5,1
144,68,15,3,300,normal,1,3
145,525,19,2,100,uniform,4,1
146,289,13,2,300,even_discrete,1,3
147,402,11,2,50,even_discrete,0.5,1
148,254,8,1,300,normal,2,1
149,505,1,2,300,uniform,0.5,2
150,121,18,3,50,normal,0.5,1
151,174,14,1,300,even_discrete,2,1
152,75,20,2,300,even_discrete,4,1
153,557,1,4,300,lognormal,0.5,1
154,245,1,1,100,uniform,2,1
155,257,9,1,50,normal,0.5,3
156,67,4,3,300,normal,0.5,3
157,561,19,1,100,lognormal,0.5,1
158,332,5,1,50,normal,1,3
159,255,4,2,300,even_discrete,0.5,2
160,237,8,1,100,normal,2,2
1,43,8,3,50,normal,4,3
2,10,9,4,300,even_discrete,1,1
3,510,8,2,50,normal,1,2
4,285,12,2,300,uniform,0.5,3
5,49,1,1,300,normal,4,3
6,526,10,1,300,lognormal,2,2
7,541,16,1,100,lognormal,4,1
8,73,19,4,50,uniform,2,2
9,198,10,4,50,uniform,4,1
10,393,2,2,300,lognormal,1,3
11,401,17,4,300,even_discrete,1,3
12,384,4,4,100,even_discrete,1,2
13,435,4,3,100,lognormal,4,1
14,154,4,4,300,uniform,4,1
15,49,7,1,300,normal,4,3
16,479,10,1,100,normal,1,3
17,162,6,4,300,lognormal,2,3
18,203,5,2,50,lognormal,1,2
19,411,13,2,300,lognormal,2,1
20,408,19,2,300,lognormal,0.5,3
21,242,15,4,100,uniform,2,1
22,356,4,3,50,lognormal,1,1
23,505,6,2,300,uniform,0.5,2
24,400,13,3,50,even_discrete,0.5,1
25,461,6,2,100,normal,1,2
26,135,20,2,300,normal,1,3
27,506,16,3,100,uniform,0.5,1
28,350,11,1,300,uniform,0.5,3
29,431,18,2,100,lognormal,2,3
30,400,20,3,50,even_discrete,0.5,1
31,140,13,2,300,even_discrete,4,2
32,195,14,3,300,uniform,2,1
33,408,19,2,300,lognormal,0.5,3
34,576,10,1,100,even_discrete,0.5,1
35,426,7,3,50,lognormal,2,3
36,175,11,1,300,even_discrete,4,2
37,61,3,2,50,even_discrete,0.5,3
38,494,2,2,100,normal,0.5,1
39,518,2,3,50,uniform,4,1
40,162,4,4,300,lognormal,2,3
41,252,5,2,100,lognormal,0.5,1
42,196,18,4,300,uniform,0.5,1
43,324,8,3,50,normal,1,3
44,221,9,3,100,uniform,1,1
45,479,2,1,100,normal,1,3
46,487,4,2,100,lognormal,4,2
47,114,12,1,100,normal,4,3
48,286,12,3,50,uniform,1,1
49,28,15,4,100,uniform,2,3
50,519,20,3,100,even_discrete,4,2
51,232,2,4,50,uniform,0.5,2
52,77,1,3,100,even_discrete,1,3
53,198,13,4,50,uniform,4,1
54,77,19,3,100,even_discrete,1,3
55,353,1,1,100,lognormal,4,3
56,438,7,2,50,lognormal,4,1
57,312,2,1,50,lognormal,1,1
58,506,10,3,100,uniform,0.5,1
59,473,20,4,300,normal,4,3
60,51,16,3,300,uniform,0.5,3
61,76,18,2,300,normal,0.5,1
62,520,9,1,50,lognormal,0.5,1
63,195,17,3,300,uniform,2,1
64,511,8,1,100,even_discrete,2,2
65,335,17,2,50,normal,1,3
66,300,4,1,300,uniform,1,3
67,313,17,4,100,lognormal,1,3
68,241,4,1,100,lognormal,1,3
69,268,13,1,100,uniform,4,2
70,357,19,3,100,uniform,4,3
71,166,17,2,50,uniform,2,3
72,386,2,1,100,normal,0.5,1
73,402,2,2,50,even_discrete,0.5,1
74,7,12,4,50,normal,4,2
75,109,1,1,100,lognormal,2,2
76,61,11,2,50,even_discrete,0.5,3
77,120,3,1,300,uniform,0.5,1
78,9,16,1,50,even_discrete,1,1
79,390,6,1,50,uniform,1,2
80,154,6,4,300,uniform,4,1
81,166,14,2,50,uniform,2,3
82,91,15,4,50,even_discrete,2,1
83,98,9,4,50,uniform,4,2
84,24,3,3,300,uniform,1,2
85,393,10,2,300,lognormal,1,3
86,508,7,3,100,even_discrete,0.5,2
87,218,12,3,100,lognormal,0.5,1
88,13,6,1,300,even_discrete,1,3
89,332,17,1,50,normal,1,3
90,86,15,3,50,uniform,0.5,2
91,543,3,4,300,normal,0.5,2
92,306,19,1,300,normal,2,3
93,61,14,2,50,even_discrete,0.5,3
94,64,1,3,300,even_discrete,1,2
95,176,12,2,100,normal,1,1
96,206,11,4,50,lognormal,0.5,2
97,60,17,1,100,lognormal,0.5,2
98,27,12,3,50,even_discrete,4,1
99,246,20,2,100,even_discrete,0.5,2
100,34,14,3,50,lognormal,1,2
101,253,13,2,50,uniform,4,2
102,270,10,3,50,uniform,0.5,1
103,391,6,4,50,even_discrete,4,1
104,463,16,4,100,uniform,1,1
105,334,15,4,50,lognormal,2,3
106,62,18,4,50,even_discrete,0.5,2
107,471,15,4,50,even_discrete,0.5,3
108,69,3,1,300,lognormal,4,2
109,345,17,2,300,normal,0.5,2
110,372,15,2,50,lognormal,1,1
111,560,4,4,100,lognormal,4,2
112,39,14,3,100,uniform,2,2
113,402,3,2,50,even_discrete,0.5,1
114,436,19,1,50,lognormal,2,1
115,552,20,4,100,normal,0.5,1
116,238,5,2,300,lognormal,1,2
117,394,15,3,100,even_discrete,4,1
118,245,8,1,100,uniform,2,1
119,192,11,3,300,normal,2,1
120,524,6,4,100,even_discrete,0.5,3
121,302,10,2,50,even_discrete,2,2
122,539,10,1,300,even_discrete,1,2
123,201,6,3,100,even_discrete,1,2
124,93,14,2,300,normal,4,1
125,451,15,2,100,normal,2,1
126,550,19,3,50,normal,4,2
127,210,16,1,100,uniform,2,2
128,184,20,3,100,lognormal,4,3
129,7,4,4,50,normal,4,2
130,223,15,3,300,even_discrete,1,3
131,216,8,3,300,uniform,1,3
132,114,2,1,100,normal,4,3
133,394,13,3,100,even_discrete,4,1
134,189,9,3,300,lognormal,0.5,3
135,294,1,1,50,normal,2,2
136,506,12,3,100,uniform,0.5,1
137,534,5,3,300,lognormal,1,2
138,61,5,2,50,even_discrete,0.5,3
139,341,3,1,300,uniform,2,3
140,556,2,4,300,uniform,1,3
141,350,6,1,300,uniform,0.5,3
142,211,7,1,50,uniform,0.5,3
143,508,4,3,100,even_discrete,0.5,2
144,80,19,4,300,even_discrete,2,3
145,552,6,4,100,normal,0.5,1
146,157,4,4,100,normal,1,2
147,97,7,4,50,normal,4,3
148,218,18,3,100,lognormal,0.5,1
149,118,8,1,50,lognormal,1,3
150,355,13,4,300,uniform,1,2
151,345,16,2,300,normal,0.5,2
152,319,12,4,300,normal,1,2
153,423,3,3,300,even_discrete,2,2
154,97,15,4,50,normal,4,3
155,358,19,3,50,even_discrete,1,2
156,529,5,4,300,uniform,1,1
157,51,8,3,300,uniform,0.5,3
158,475,3,2,100,even_discrete,2,2
159,122,3,4,50,normal,4,1
160,80,17,4,300,even_discrete,2,3
1,109,4,1,100,lognormal,2,2
2,121,4,3,50,normal,0.5,1
3,394,18,3,100,even_discrete,4,1
4,162,19,4,300,lognormal,2,3
5,238,3,2,300,lognormal,1,2
6,395,11,2,100,uniform,1,3
7,256,9,2,100,uniform,1,2
8,58,18,1,100,lognormal,4,2
9,469,5,2,50,uniform,1,1
10,555,8,3,50,normal,2,1
11,240,6,3,50,normal,0.5,2
12,117,17,1,300,normal,2,2
13,282,10,2,50,even_discrete,1,1
14,431,2,2,100,lognormal,2,3
15,491,6,2,50,uniform,1,2
16,413,15,4,100,uniform,1,2
17,518,10,3,50,uniform,4,1
18,49,14,1,300,normal,4,3
19,550,16,3,50,normal,4,2
20,4,16,4,100,uniform,0.5,3
21,510,9,2,50,normal,1,2
22,257,20,1,50,normal,0.5,3
23,356,4,3,50,lognormal,1,1
24,436,1,1,50,lognormal,2,1
25,145,19,1,100,even_discrete,4,2
26,174,11,1,300,even_discrete,2,1
27,384,13,4,100,even_discrete,1,2
28,334,1,4,50,lognormal,2,3
29,206,15,4,50,lognormal,0.5,2
30,352,8,4,300,even_discrete,4,1
31,37,5,3,100,normal,0.5,1
32,255,11,2,300,even_discrete,0.5,2
33,562,15,1,100,uniform,1,3
34,369,18,2,300,lognormal,4,2
35,58,6,1,100,lognormal,4,2
36,45,15,3,100,even_discrete,0.5,1
37,204,1,3,100,normal,4,1
38,529,14,4,300,uniform,1,1
39,392,15,4,300,uniform,2,3
40,243,15,2,50,normal,4,2
41,513,8,3,300,uniform,4,2
42,268,17,1,100,uniform,4,2
43,295,16,1,50,uniform,4,2
44,116,20,2,50,lognormal,0.5,2
45,73,11,4,50,uniform,2,2
46,188,6,1,100,even_discrete,2,3
47,31,18,3,100,even_discrete,2,2
48,498,17,1,50,lognormal,2,3
49,11,18,1,100,normal,1,2
50,80,4,4,300,even_discrete,2,3
51,282,3,2,50,even_discrete,1,1
52,392,6,4,300,uniform,2,3
53,315,17,1,50,normal,1,1
54,185,12,1,100,uniform,4,3
55,192,11,3,300,normal,2,1
56,45,20,3,100,even_discrete,0.5,1
57,89,19,2,100,normal,4,2
58,249,16,1,300,lognormal,2,1
59,182,8,2,50,even_discrete,2,3
60,162,15,4,300,lognormal,2,3
61,491,12,2,50,uniform,1,2
62,354,7,3,300,uniform,4,3
63,140,19,2,300,even_discrete,4,2
64,220,13,3,300,lognormal,1,3
65,31,18,3,100,even_discrete,2,2
66,233,9,2,50,even_discrete,4,2
67,494,6,2,100,normal,0.5,1
68,391,6,4,50,even_discrete,4,1
69,494,5,2,100,normal,0.5,1
70,34,3,3,50,lognormal,1,2
71,206,14,4,50,lognormal,0.5,2
72,396,16,2,100,uniform,1,1
73,391,10,4,50,even_discrete,4,1
74,55,9,2,50,lognormal,1,3
75,486,14,3,50,normal,4,1
76,28,20,4,100,uniform,2,3
77,431,7,2,100,lognormal,2,3
78,197,12,4,100,lognormal,4,1
79,287,20,4,100,lognormal,0.5,3
80,488,2,1,50,lognormal,1,2
81,168,19,2,300,even_discrete,1,1
82,256,10,2,100,uniform,1,2
83,393,3,2,300,lognormal,1,3
84,438,11,2,50,lognormal,4,1
85,74,5,1,50,even_discrete,0.5,2
86,572,6,2,100,normal,4,1
87,538,3,2,300,even_discrete,2,1
88,48,9,2,100,normal,0.5,2
89,490,9,4,100,even_discrete,2,1
90,471,17,4,50,even_discrete,0.5,3
91,106,20,1,50,uniform,2,1
92,520,13,1,50,lognormal,0.5,1
93,274,9,2,100,lognormal,4,3
94,211,5,1,50,uniform,0.5,3
95,69,15,1,300,lognormal,4,2
96,278,6,3,100,uniform,1,3
97,193,18,2,100,even_discrete,2,1
98,187,8,2,50,lognormal,2,2
99,529,9,4,300,uniform,1,1
100,9,9,1,50,even_discrete,1,1
101,470,17,3,300,normal,0.5,2
102,358,7,3,50,even_discrete,1,2
103,128,20,1,300,lognormal,0.5,3
104,37,8,3,100,normal,0.5,1
105,51,5,3,300,uniform,0.5,3
106,249,5,1,300,lognormal,2,1
107,141,7,3,300,uniform,2,2
108,546,17,3,50,normal,1,1
109,129,10,4,50,even_discrete,0.5,1
110,555,4,3,50,normal,2,1
111,293,16,3,300,normal,1,1
112,401,3,4,300,even_discrete,1,3
113,312,6,1,50,lognormal,1,1
114,286,16,3,50,uniform,1,1
115,205,2,1,100,even_discrete,4,3
116,511,15,1,100,even_discrete,2,2
117,498,13,1,50,lognormal,2,3
118,316,17,2,100,normal,4,3
119,175,9,1,300,even_discrete,4,2
120,348,19,2,50,normal,1,1
121,278,1,3,100,uniform,1,3
122,504,12,3,100,lognormal,4,2
123,431,5,2,100,lognormal,2,3
124,157,16,4,100,normal,1,2
125,129,2,4,50,even_discrete,0.5,1
126,477,7,1,50,lognormal,2,2
127,97,12,4,50,normal,4,3
128,512,3,4,50,uniform,0.5,3
129,527,10,1,50,lognormal,0.5,3
130,173,19,1,100,lognormal,2,3
131,182,6,2,50,even_discrete,2,3
132,470,10,3,300,normal,0.5,2
133,421,3,2,50,uniform,0.5,2
134,489,8,1,100,even_discrete,0.5,3
135,316,19,2,100,normal,4,3
136,480,13,1,100,even_discrete,2,1
137,283,4,4,50,uniform,2,1
138,149,8,3,100,even_discrete,2,3
139,522,4,2,300,even_discrete,1,2
140,188,17,1,100,even_discrete,2,3
141,435,18,3,100,lognormal,4,1
142,175,14,1,300,even_discrete,4,2
143,55,20,2,50,lognormal,1,3
144,163,5,2,100,uniform,2,3
145,278,8,3,100,uniform,1,3
146,60,18,1,100,lognormal,0.5,2
147,106,3,1,50,uniform,2,1
148,502,20,3,100,uniform,4,2
149,164,6,4,50,normal,1,3
150,446,9,4,50,even_discrete,4,3
151,216,11,3,300,uniform,1,3
152,131,6,3,300,uniform,2,3
153,144,11,1,100,uniform,1,2
154,55,12,2,50,lognormal,1,3
155,4,3,4,100,uniform,0.5,3
156,146,17,2,100,lognormal,2,2
157,461,15,2,100,normal,1,2
158,413,10,4,100,uniform,1,2
159,356,1,3,50,lognormal,1,1
160,573,3,2,100,uniform,0.5,2
1,562,9,1,100,uniform,1,3
2,459,7,3,50,lognormal,4,3
3,542,6,4,50,even_discrete,2,3
4,448,6,3,300,even_discrete,2,1
5,560,5,4,100,lognormal,4,2
6,230,9,1,100,uniform,4,1
7,459,14,3,50,lognormal,4,3
8,282,13,2,50,even_discrete,1,1
9,229,17,2,50,normal,0.5,3
10,263,4,4,300,uniform,2,2
11,116,2,2,50,lognormal,0.5,2
12,501,20,1,50,normal,1,2
13,428,11,4,50,uniform,4,3
14,540,7,4,100,lognormal,0.5,2
15,227,10,2,300,normal,2,3
16,84,5,2,50,uniform,0.5,3
17,512,2,4,50,uniform,0.5,3
18,540,17,4,100,lognormal,0.5,2
19,118,7,1,50,lognormal,1,3
20,157,9,4,100,normal,1,2
21,449,1,3,300,even_discrete,0.5,1
22,555,17,3,50,normal,2,1
23,489,14,1,100,even_discrete,0.5,3
24,204,19,3,100,normal,4,1
25,436,15,1,50,lognormal,2,1
26,375,8,1,50,even_discrete,0.5,1
27,141,10,3,300,uniform,2,2
28,415,4,2,300,lognormal,2,2
29,160,16,3,300,even_discrete,1,1
30,150,12,4,300,lognormal,0.5,2
31,524,4,4,100,even_discrete,0.5,3
32,450,16,3,50,uniform,4,2
33,360,2,3,100,uniform,0.5,3
34,572,4,2,100,normal,4,1
35,366,8,1,100,normal,1,1
36,527,5,1,50,lognormal,0.5,3
37,168,20,2,300,even_discrete,1,1
38,121,9,3,50,normal,0.5,1
39,477,4,1,50,lognormal,2,2
40,25,8,2,300,normal,2,1
41,43,19,3,50,normal,4,3
42,296,15,1,50,normal,0.5,2
43,217,12,2,300,uniform,1,1
44,25,15,2,300,normal,2,1
45,508,13,3,100,even_discrete,0.5,2
46,118,9,1,50,lognormal,1,3
47,219,13,4,300,lognormal,1,2
48,568,2,1,100,even_discrete,1,2
49,101,9,1,300,even_discrete,0.5,1
50,165,8,4,300,normal,1,3
51,298,14,1,300,normal,1,1
52,17,14,3,300,lognormal,2,2
53,433,18,1,300,even_discrete,0.5,3
54,216,2,3,300,uniform,1,3
55,469,15,2,50,uniform,1,1
56,392,18,4,300,uniform,2,3
57,338,4,3,300,even_discrete,2,3
58,101,4,1,300,even_discrete,0.5,1
59,25,12,2,300,normal,2,1
60,64,20,3,300,even_discrete,1,2
61,17,8,3,300,lognormal,2,2
62,421,19,2,50,uniform,0.5,2
63,211,12,1,50,uniform,0.5,3
64,360,7,3,100,uniform,0.5,3
65,371,6,2,100,uniform,2,1
66,472,13,2,50,uniform,2,2
67,253,12,2,50,uniform,4,2
68,205,3,1,100,even_discrete,4,3
69,150,4,4,300,lognormal,0.5,2
70,236,7,2,100,uniform,2,2
71,211,13,1,50,uniform,0.5,3
72,16,13,3,50,normal,2,2
73,296,4,1,50,normal,0.5,2
74,228,10,4,300,even_discrete,4,2
75,239,13,3,100,normal,0.5,2
76,72,13,1,300,even_discrete,0.5,2
77,29,5,3,50,uniform,4,3
78,369,13,2,300,lognormal,4,2
79,326,15,3,50,even_discrete,0.5,2
80,193,19,2,100,even_discrete,2,1
81,259,6,3,50,lognormal,2,2
82,124,14,4,300,lognormal,0.5,3
83,215,1,2,100,lognormal,4,1
84,182,18,2,50,even_discrete,2,3
85,156,16,4,100,even_discrete,2,2
86,328,19,3,300,lognormal,4,1
87,480,13,1,100,even_discrete,2,1
88,79,5,1,100,even_discrete,4,1
89,498,11,1,50,lognormal,2,3
90,164,1,4,50,normal,1,3
91,13,13,1,300,even_discrete,1,3
92,376,20,4,50,even_discrete,4,2
93,498,19,1,50,lognormal,2,3
94,372,19,2,50,lognormal,1,1
95,149,20,3,100,even_discrete,2,3
96,477,12,1,50,lognormal,2,2
97,513,1,3,300,uniform,4,2
98,294,7,1,50,normal,2,2
99,546,4,3,50,normal,1,1
100,230,1,1,100,uniform,4,1
101,537,5,4,300,uniform,0.5,3
102,219,16,4,300,lognormal,1,2
103,86,16,3,50,uniform,0.5,2
104,96,17,3,50,even_discrete,2,2
105,232,10,4,50,uniform,0.5,2
106,354,1,3,300,uniform,4,3
107,235,3,4,100,lognormal,1,2
108,197,9,4,100,lognormal,4,1
109,569,18,4,300,normal,2,1
110,315,2,1,50,normal,1,1
111,566,7,3,100,normal,2,2
112,520,12,1,50,lognormal,0.5,1
113,546,19,3,50,normal,1,1
114,165,7,4,300,normal,1,3
115,245,5,1,100,uniform,2,1
116,184,3,3,100,lognormal,4,3
117,123,2,1,100,normal,2,3
118,396,10,2,100,uniform,1,1
119,268,15,1,100,uniform,4,2
120,542,7,4,50,even_discrete,2,3
121,555,17,3,50,normal,2,1
122,457,19,1,100,lognormal,0.5,3
123,225,17,2,300,lognormal,4,1
124,220,6,3,300,lognormal,1,3
125,167,17,4,50,uniform,2,3
126,392,15,4,300,uniform,2,3
127,138,18,3,300,lognormal,4,2
128,326,16,3,50,even_discrete,0.5,2
129,220,3,3,300,lognormal,1,3
130,167,10,4,50,uniform,2,3
131,246,18,2,100,even_discrete,0.5,2
132,428,17,4,50,uniform,4,3
133,299,9,2,100,lognormal,0.5,3
134,2,11,3,50,even_discrete,1,1
135,500,17,4,300,even_discrete,0.5,2
136,55,8,2,50,lognormal,1,3
137,118,12,1,50,lognormal,1,3
138,388,12,4,50,normal,2,3
139,472,11,2,50,uniform,2,2
140,513,3,3,300,uniform,4,2
141,12,13,2,100,even_discrete,2,3
142,150,20,4,300,lognormal,0.5,2
143,561,10,1,100,lognormal,0.5,1
144,229,3,2,50,normal,0.5,3
145,45,12,3,100,even_discrete,0.5,1
146,566,17,3,100,normal,2,2
147,500,19,4,300,even_discrete,0.5,2
148,242,14,4,100,uniform,2,1
149,542,13,4,50,even_discrete,2,3
150,66,8,3,50,lognormal,4,2
151,207,2,2,50,normal,4,1
152,238,8,2,300,lognormal,1,2
153,61,14,2,50,even_discrete,0.5,3
154,278,3,3,100,uniform,1,3
155,3,14,1,300,uniform,4,3
156,494,1,2,100,normal,0.5,1
157,70,11,1,300,even_discrete,4,3
158,300,13,1,300,uniform,1,3
159,173,17,1,100,lognormal,2,3
160,342,14,4,100,uniform,2,2
1,92,1,2,100,even_discrete,1,2
2,376,6,4,50,even_discrete,4,2
3,560,2,4,100,lognormal,4,2
4,516,1,4,100,lognormal,4,3
5,263,19,4,300,uniform,2,2
6,473,16,4,300,normal,4,3
7,2,10,3,50,even_discrete,1,1
8,316,5,2,100,normal,4,3
9,159,15,1,300,uniform,4,1
10,12,6,2,100,even_discrete,2,3
11,175,9,1,300,even_discrete,4,2
12,106,19,1,50,uniform,2,1
13,75,9,2,300,even_discrete,4,1
14,127,6,2,300,lognormal,0.5,2
15,448,17,3,300,even_discrete,2,1
16,60,18,1,100,lognormal,0.5,2
17,243,3,2,50,normal,4,2
18,261,16,4,100,normal,4,3
19,231,14,1,300,uniform,4,2
20,435,2,3,100,lognormal,4,1
21,92,14,2,100,even_discrete,1,2
22,248,8,2,50,even_discrete,1,3
23,338,5,3,300,even_discrete,2,3
24,254,2,1,300,normal,2,1
25,495,9,2,50,uniform,2,1
26,237,15,1,100,normal,2,2
27,145,20,1,100,even_discrete,4,2
28,263,6,4,300,uniform,2,2
29,23,12,3,300,normal,0.5,1
30,316,15,2,100,normal,4,3
31,557,20,4,300,lognormal,0.5,1
32,377,13,4,100,normal,1,3
33,451,14,2,100,normal,2,1
34,239,7,3,100,normal,0.5,2
35,18,12,4,300,normal,2,2
36,123,3,1,100,normal,2,3
37,500,6,4,300,even_discrete,0.5,2
38,73,17,4,50,uniform,2,2
39,437,9,2,100,lognormal,1,2
40,268,6,1,100,uniform,4,2
41,168,14,2,300,even_discrete,1,1
42,316,8,2,100,normal,4,3
43,72,15,1,300,even_discrete,0.5,2
44,435,8,3,100,lognormal,4,1
45,82,9,2,300,lognormal,1,1
46,279,17,4,100,normal,4,1
47,180,20,1,300,normal,0.5,3
48,261,10,4,100,normal,4,3
49,84,17,2,50,uniform,0.5,3
50,436,1,1,50,lognormal,2,1
51,376,15,4,50,even_discrete,4,2
52,279,2,4,100,normal,4,1
53,516,11,4,100,lognormal,4,3
54,261,13,4,100,normal,4,3
55,201,10,3,100,even_discrete,1,2
56,492,14,2,300,even_discrete,4,3
57,168,9,2,300,even_discrete,1,1
58,419,17,4,100,normal,1,1
59,375,19,1,50,even_discrete,0.5,1
60,140,17,2,300,even_discrete,4,2
61,228,17,4,300,even_discrete,4,2
62,569,8,4,300,normal,2,1
63,235,4,4,100,lognormal,1,2
64,533,3,1,300,normal,1,3
65,558,1,1,300,even_discrete,1,1
66,358,17,3,50,even_discrete,1,2
67,96,19,3,50,even_discrete,2,2
68,228,18,4,300,even_discrete,4,2
69,157,12,4,100,normal,1,2
70,279,12,4,100,normal,4,1
71,193,20,2,100,even_discrete,2,1
72,495,3,2,50,uniform,2,1
73,406,9,2,300,normal,4,3
74,18,1,4,300,normal,2,2
75,127,16,2,300,lognormal,0.5,2
76,106,8,1,50,uniform,2,1
77,167,11,4,50,uniform,2,3
78,70,14,1,300,even_discrete,4,3
79,17,2,3,300,lognormal,2,2
80,235,20,4,100,lognormal,1,2
81,533,7,1,300,normal,1,3
82,448,2,3,300,even_discrete,2,1
83,358,4,3,50,even_discrete,1,2
84,546,6,3,50,normal,1,1
85,252,6,2,100,lognormal,0.5,1
86,238,18,2,300,lognormal,1,2
87,84,8,2,50,uniform,0.5,3
88,159,1,1,300,uniform,4,1
89,516,16,4,100,lognormal,4,3
90,163,2,2,100,uniform,2,3
91,243,19,2,50,normal,4,2
92,463,5,4,100,uniform,1,1
93,3,4,1,300,uniform,4,3
94,530,3,1,300,normal,0.5,2
95,18,18,4,300,normal,2,2
96,237,17,1,100,normal,2,2
97,558,15,1,300,even_discrete,1,1
98,463,19,4,100,uniform,1,1
99,557,19,4,300,lognormal,0.5,1
100,299,16,2,100,lognormal,0.5,3
101,159,11,1,300,uniform,4,1
102,449,2,3,300,even_discrete,0.5,1
103,259,10,3,50,lognormal,2,2
104,220,9,3,300,lognormal,1,3
105,248,1,2,50,even_discrete,1,3
106,495,17,2,50,uniform,2,1
107,462,6,3,100,lognormal,2,2
108,533,15,1,300,normal,1,3
109,159,8,1,300,uniform,4,1
110,123,16,1,100,normal,2,3
111,3,18,1,300,uniform,4,3
112,542,1,4,50,even_discrete,2,3
113,48,9,2,100,normal,0.5,2
114,140,14,2,300,even_discrete,4,2
115,557,19,4,300,lognormal,0.5,1
116,248,9,2,50,even_discrete,1,3
117,504,4,3,100,lognormal,4,2
118,84,1,2,50,uniform,0.5,3
119,261,12,4,100,normal,4,3
120,450,1,3,50,uniform,4,2
121,433,6,1,300,even_discrete,0.5,3
122,377,3,4,100,normal,1,3
123,23,1,3,300,normal,0.5,1
124,421,20,2,50,uniform,0.5,2
125,279,12,4,100,normal,4,1
126,524,16,4,100,even_discrete,0.5,3
127,263,1,4,300,uniform,2,2
128,533,10,1,300,normal,1,3
129,283,2,4,50,uniform,2,1
130,530,7,1,300,normal,0.5,2
131,530,10,1,300,normal,0.5,2
132,75,6,2,300,even_discrete,4,1
133,73,2,4,50,uniform,2,2
134,463,14,4,100,uniform,1,1
135,448,15,3,300,even_discrete,2,1
136,395,4,2,100,uniform,1,3
137,3,9,1,300,uniform,4,3
138,66,17,3,50,lognormal,4,2
139,201,7,3,100,even_discrete,1,2
140,377,18,4,100,normal,1,3
141,175,5,1,300,even_discrete,4,2
142,235,10,4,100,lognormal,1,2
143,566,2,3,100,normal,2,2
144,253,13,2,50,uniform,4,2
145,140,7,2,300,even_discrete,4,2
146,560,8,4,100,lognormal,4,2
147,127,17,2,300,lognormal,0.5,2
148,501,7,1,50,normal,1,2
149,351,19,3,50,lognormal,4,1
150,201,15,3,100,even_discrete,1,2
151,38,4,2,100,normal,2,2
152,249,13,1,300,lognormal,2,1
153,231,19,1,300,uniform,4,2
154,358,4,3,50,even_discrete,1,2
155,136,20,3,100,normal,4,2
156,70,2,1,300,even_discrete,4,3
157,82,10,2,300,lognormal,1,1
158,23,6,3,300,normal,0.5,1
159,193,20,2,100,even_discrete,2,1
160,333,2,4,50,lognormal,0.5,1
1,578,20,2,300,uniform,0.125,1
1,588,11,4,300,uniform,0.125,3
2,583,3,3,300,uniform,0.125,2
2,581,13,1,300,uniform,0.125,2
3,583,12,3,300,uniform,0.125,2
3,580,7,4,300,uniform,0.125,1
4,587,2,3,300,uniform,0.125,3
4,586,11,2,300,uniform,0.125,3
5,580,9,4,300,uniform,0.125,1
5,584,12,4,300,uniform,0.125,2
6,585,20,1,300,uniform,0.125,3
6,584,3,4,300,uniform,0.125,2
7,588,19,4,300,uniform,0.125,3
7,579,7,3,300,uniform,0.125,1
8,580,17,4,300,uniform,0.125,1
8,577,6,1,300,uniform,0.125,1
9,580,3,4,300,uniform,0.125,1
9,579,13,3,300,uniform,0.125,1
10,585,11,1,300,uniform,0.125,3
10,580,17,4,300,uniform,0.125,1
11,578,5,2,300,uniform,0.125,1
11,581,14,1,300,uniform,0.125,2
12,584,1,4,300,uniform,0.125,2
12,578,18,2,300,uniform,0.125,1
13,588,17,4,300,uniform,0.125,3
13,583,2,3,300,uniform,0.125,2
14,577,16,1,300,uniform,0.125,1
14,584,12,4,300,uniform,0.125,2
15,587,20,3,300,uniform,0.125,3
15,584,8,4,300,uniform,0.125,2
16,588,9,4,300,uniform,0.125,3
16,585,12,1,300,uniform,0.125,3
17,580,1,4,300,uniform,0.125,1
17,585,13,1,300,uniform,0.125,3
18,585,15,1,300,uniform,0.125,3
18,583,19,3,300,uniform,0.125,2
19,580,12,4,300,uniform,0.125,1
19,582,1,2,300,uniform,0.125,2
20,583,13,3,300,uniform,0.125,2
20,586,10,2,300,uniform,0.125,3
21,579,11,3,300,uniform,0.125,1
21,582,17,2,300,uniform,0.125,2
22,584,15,4,300,uniform,0.125,2
22,586,10,2,300,uniform,0.125,3
23,581,20,1,300,uniform,0.125,2
23,583,18,3,300,uniform,0.125,2
24,578,16,2,300,uniform,0.125,1
24,577,11,1,300,uniform,0.125,1
25,586,3,2,300,uniform,0.125,3
25,578,8,2,300,uniform,0.125,1
