subject,lineup_id,shape,n,x_dist,e_sigma,rep
60,162,4,300,lognormal,2,3
61,491,2,50,uniform,1,2
62,354,3,300,uniform,4,3
63,140,2,300,even_discrete,4,2
64,220,3,300,lognormal,1,3
65,31,3,100,even_discrete,2,2
66,233,2,50,even_discrete,4,2
67,494,2,100,normal,0.5,1
68,391,4,50,even_discrete,4,1
69,494,2,100,normal,0.5,1
70,34,3,50,lognormal,1,2
71,206,4,50,lognormal,0.5,2
72,396,2,100,uniform,1,1
73,391,4,50,even_discrete,4,1
74,55,2,50,lognormal,1,3
75,486,3,50,normal,4,1
76,28,4,100,uniform,2,3
77,431,2,100,lognormal,2,3
78,197,4,100,lognormal,4,1
79,287,4,100,lognormal,0.5,3
80,488,1,50,lognormal,1,2
81,168,2,300,even_discrete,1,1
82,256,2,100,uniform,1,2
83,393,2,300,lognormal,1,3
84,438,2,50,lognormal,4,1
85,74,1,50,even_discrete,0.5,2
86,572,2,100,normal,4,1
87,538,2,300,even_discrete,2,1
88,48,2,100,normal,0.5,2
89,490,4,100,even_discrete,2,1
90,471,4,50,even_discrete,0.5,3
91,106,1,50,uniform,2,1
92,520,1,50,lognormal,0.5,1
93,274,2,100,lognormal,4,3
94,211,1,50,uniform,0.5,3
95,69,1,300,lognormal,4,2
96,278,3,100,uniform,1,3
97,193,2,100,even_discrete,2,1
98,187,2,50,lognormal,2,2
99,529,4,300,uniform,1,1
100,9,1,50,even_discrete,1,1
101,470,3,300,normal,0.5,2
102,358,3,50,even_discrete,1,2
103,128,1,300,lognormal,0.5,3
104,37,3,100,normal,0.5,1
105,51,3,300,uniform,0.5,3
106,249,1,300,lognormal,2,1
107,141,3,300,uniform,2,2
108,546,3,50,normal,1,1
109,129,4,50,even_discrete,0.5,1
110,555,3,50,normal,2,1
111,293,3,300,normal,1,1
112,401,4,300,even_discrete,1,3
113,312,1,50,lognormal,1,1
114,286,3,50,uniform,1,1
115,205,1,100,even_discrete,4,3
116,511,1,100,even_discrete,2,2
117,498,1,50,lognormal,2,3
118,316,2,100,normal,4,3
119,175,1,300,even_discrete,4,2
120,348,2,50,normal,1,1
121,278,3,100,uniform,1,3
122,504,3,100,lognormal,4,2
123,431,2,100,lognormal,2,3
124,157,4,100,normal,1,2
125,129,4,50,even_discrete,0.5,1
126,477,1,50,lognormal,2,2
127,97,4,50,normal,4,3
128,512,4,50,uniform,0.5,3
129,527,1,50,lognormal,0.5,3
130,173,1,100,lognormal,2,3
131,182,2,50,even_discrete,2,3
132,470,3,300,normal,0.5,2
133,421,2,50,uniform,0.5,2
134,489,1,100,even_discrete,0.5,3
135,316,2,100,normal,4,3
136,480,1,100,even_discrete,2,1
137,283,4,50,uniform,2,1
138,149,3,100,even_discrete,2,3
139,522,2,300,even_discrete,1,2
140,188,1,100,even_discrete,2,3
141,435,3,100,lognormal,4,1
142,175,1,300,even_discrete,4,2
143,55,2,50,lognormal,1,3
144,163,2,100,uniform,2,3
145,278,3,100,uniform,1,3
146,60,1,100,lognormal,0.5,2
147,106,1,50,uniform,2,1
148,502,3,100,uniform,4,2
149,164,4,50,normal,1,3
150,446,4,50,even_discrete,4,3
151,216,3,300,uniform,1,3
152,131,3,300,uniform,2,3
153,144,1,100,uniform,1,2
154,55,2,50,lognormal,1,3
155,4,4,100,uniform,0.5,3
156,146,2,100,lognormal,2,2
157,461,2,100,normal,1,2
158,413,4,100,uniform,1,2
159,356,3,50,lognormal,1,1
160,573,2,100,uniform,0.5,2
1,562,1,100,uniform,1,3
2,459,3,50,lognormal,4,3
3,542,4,50,even_discrete,2,3
4,448,3,300,even_discrete,2,1
5,560,4,100,lognormal,4,2
6,230,1,100,uniform,4,1
7,459,3,50,lognormal,4,3
8,282,2,50,even_discrete,1,1
9,229,2,50,normal,0.5,3
10,263,4,300,uniform,2,2
11,116,2,50,lognormal,0.5,2
12,501,1,50,normal,1,2
13,428,4,50,uniform,4,3
14,540,4,100,lognormal,0.5,2
15,227,2,300,normal,2,3
16,84,2,50,uniform,0.5,3
17,512,4,50,uniform,0.5,3
18,540,4,100,lognormal,0.5,2
19,118,1,50,lognormal,1,3
20,157,4,100,normal,1,2
21,449,3,300,even_discrete,0.5,1
22,555,3,50,normal,2,1
23,489,1,100,even_discrete,0.5,3
24,204,3,100,normal,4,1
25,436,1,50,lognormal,2,1
26,375,1,50,even_discrete,0.5,1
27,141,3,300,uniform,2,2
28,415,2,300,lognormal,2,2
29,160,3,300,even_discrete,1,1
30,150,4,300,lognormal,0.5,2
31,524,4,100,even_discrete,0.5,3
32,450,3,50,uniform,4,2
33,360,3,100,uniform,0.5,3
34,572,2,100,normal,4,1
35,366,1,100,normal,1,1
36,527,1,50,lognormal,0.5,3
37,168,2,300,even_discrete,1,1
38,121,3,50,normal,0.5,1
39,477,1,50,lognormal,2,2
40,25,2,300,normal,2,1
41,43,3,50,normal,4,3
42,296,1,50,normal,0.5,2
43,217,2,300,uniform,1,1
44,25,2,300,normal,2,1
45,508,3,100,even_discrete,0.5,2
46,118,1,50,lognormal,1,3
47,219,4,300,lognormal,1,2
48,568,1,100,even_discrete,1,2
49,101,1,300,even_discrete,0.5,1
50,165,4,300,normal,1,3
51,298,1,300,normal,1,1
52,17,3,300,lognormal,2,2
53,433,1,300,even_discrete,0.5,3
54,216,3,300,uniform,1,3
55,469,2,50,uniform,1,1
56,392,4,300,uniform,2,3
57,338,3,300,even_discrete,2,3
58,101,1,300,even_discrete,0.5,1
59,25,2,300,normal,2,1
60,64,3,300,even_discrete,1,2
61,17,3,300,lognormal,2,2
62,421,2,50,uniform,0.5,2
63,211,1,50,uniform,0.5,3
64,360,3,100,uniform,0.5,3
65,371,2,100,uniform,2,1
66,472,2,50,uniform,2,2
67,253,2,50,uniform,4,2
68,205,1,100,even_discrete,4,3
69,150,4,300,lognormal,0.5,2
70,236,2,100,uniform,2,2
71,211,1,50,uniform,0.5,3
72,16,3,50,normal,2,2
73,296,1,50,normal,0.5,2
74,228,4,300,even_discrete,4,2
75,239,3,100,normal,0.5,2
76,72,1,300,even_discrete,0.5,2
77,29,3,50,uniform,4,3
78,369,2,300,lognormal,4,2
79,326,3,50,even_discrete,0.5,2
80,193,2,100,even_discrete,2,1
81,259,3,50,lognormal,2,2
82,124,4,300,lognormal,0.5,3
83,215,2,100,lognormal,4,1
84,182,2,50,even_discrete,2,3
85,156,4,100,even_discrete,2,2
86,328,3,300,lognormal,4,1
87,480,1,100,even_discrete,2,1
88,79,1,100,even_discrete,4,1
89,498,1,50,lognormal,2,3
90,164,4,50,normal,1,3
91,13,1,300,even_discrete,1,3
92,376,4,50,even_discrete,4,2
93,498,1,50,lognormal,2,3
94,372,2,50,lognormal,1,1
95,149,3,100,even_discrete,2,3
96,477,1,50,lognormal,2,2
97,513,3,300,uniform,4,2
98,294,1,50,normal,2,2
99,546,3,50,normal,1,1
100,230,1,100,uniform,4,1
101,537,4,300,uniform,0.5,3
102,219,4,300,lognormal,1,2
103,86,3,50,uniform,0.5,2
104,96,3,50,even_discrete,2,2
105,232,4,50,uniform,0.5,2
106,354,3,300,uniform,4,3
107,235,4,100,lognormal,1,2
108,197,4,100,lognormal,4,1
109,569,4,300,normal,2,1
110,315,1,50,normal,1,1
111,566,3,100,normal,2,2
112,520,1,50,lognormal,0.5,1
113,546,3,50,normal,1,1
114,165,4,300,normal,1,3
115,245,1,100,uniform,2,1
116,184,3,100,lognormal,4,3
117,123,1,100,normal,2,3
118,396,2,100,uniform,1,1
119,268,1,100,uniform,4,2
120,542,4,50,even_discrete,2,3
121,555,3,50,normal,2,1
122,457,1,100,lognormal,0.5,3
123,225,2,300,lognormal,4,1
124,220,3,300,lognormal,1,3
125,167,4,50,uniform,2,3
126,392,4,300,uniform,2,3
127,138,3,300,lognormal,4,2
128,326,3,50,even_discrete,0.5,2
129,220,3,300,lognormal,1,3
130,167,4,50,uniform,2,3
131,246,2,100,even_discrete,0.5,2
132,428,4,50,uniform,4,3
133,299,2,100,lognormal,0.5,3
134,2,3,50,even_discrete,1,1
135,500,4,300,even_discrete,0.5,2
136,55,2,50,lognormal,1,3
137,118,1,50,lognormal,1,3
138,388,4,50,normal,2,3
139,472,2,50,uniform,2,2
140,513,3,300,uniform,4,2
141,12,2,100,even_discrete,2,3
142,150,4,300,lognormal,0.5,2
143,561,1,100,lognormal,0.5,1
144,229,2,50,normal,0.5,3
145,45,3,100,even_discrete,0.5,1
146,566,3,100,normal,2,2
147,500,4,300,even_discrete,0.5,2
148,242,4,100,uniform,2,1
149,542,4,50,even_discrete,2,3
150,66,3,50,lognormal,4,2
151,207,2,50,normal,4,1
152,238,2,300,lognormal,1,2
153,61,2,50,even_discrete,0.5,3
154,278,3,100,uniform,1,3
155,3,1,300,uniform,4,3
156,494,2,100,normal,0.5,1
157,70,1,300,even_discrete,4,3
158,300,1,300,uniform,1,3
159,173,1,100,lognormal,2,3
160,342,4,100,uniform,2,2
1,92,2,100,even_discrete,1,2
2,376,4,50,even_discrete,4,2
3,560,4,100,lognormal,4,2
4,516,4,100,lognormal,4,3
5,263,4,300,uniform,2,2
6,473,4,300,normal,4,3
7,2,3,50,even_discrete,1,1
8,316,2,100,normal,4,3
9,159,1,300,uniform,4,1
10,12,2,100,even_discrete,2,3
11,175,1,300,even_discrete,4,2
12,106,1,50,uniform,2,1
13,75,2,300,even_discrete,4,1
14,127,2,300,lognormal,0.5,2
15,448,3,300,even_discrete,2,1
16,60,1,100,lognormal,0.5,2
17,243,2,50,normal,4,2
18,261,4,100,normal,4,3
19,231,1,300,uniform,4,2
20,435,3,100,lognormal,4,1
21,92,2,100,even_discrete,1,2
22,248,2,50,even_discrete,1,3
23,338,3,300,even_discrete,2,3
24,254,1,300,normal,2,1
25,495,2,50,uniform,2,1
26,237,1,100,normal,2,2
27,145,1,100,even_discrete,4,2
28,263,4,300,uniform,2,2
29,23,3,300,normal,0.5,1
30,316,2,100,normal,4,3
31,557,4,300,lognormal,0.5,1
32,377,4,100,normal,1,3
33,451,2,100,normal,2,1
34,239,3,100,normal,0.5,2
35,18,4,300,normal,2,2
36,123,1,100,normal,2,3
37,500,4,300,even_discrete,0.5,2
38,73,4,50,uniform,2,2
39,437,2,100,lognormal,1,2
40,268,1,100,uniform,4,2
41,168,2,300,even_discrete,1,1
42,316,2,100,normal,4,3
43,72,1,300,even_discrete,0.5,2
44,435,3,100,lognormal,4,1
45,82,2,300,lognormal,1,1
46,279,4,100,normal,4,1
47,180,1,300,normal,0.5,3
48,261,4,100,normal,4,3
49,84,2,50,uniform,0.5,3
50,436,1,50,lognormal,2,1
51,376,4,50,even_discrete,4,2
52,279,4,100,normal,4,1
53,516,4,100,lognormal,4,3
54,261,4,100,normal,4,3
55,201,3,100,even_discrete,1,2
56,492,2,300,even_discrete,4,3
57,168,2,300,even_discrete,1,1
58,419,4,100,normal,1,1
59,375,1,50,even_discrete,0.5,1
60,140,2,300,even_discrete,4,2
61,228,4,300,even_discrete,4,2
62,569,4,300,normal,2,1
63,235,4,100,lognormal,1,2
64,533,1,300,normal,1,3
65,558,1,300,even_discrete,1,1
66,358,3,50,even_discrete,1,2
67,96,3,50,even_discrete,2,2
68,228,4,300,even_discrete,4,2
69,157,4,100,normal,1,2
70,279,4,100,normal,4,1
71,193,2,100,even_discrete,2,1
72,495,2,50,uniform,2,1
73,406,2,300,normal,4,3
74,18,4,300,normal,2,2
75,127,2,300,lognormal,0.5,2
76,106,1,50,uniform,2,1
77,167,4,50,uniform,2,3
78,70,1,300,even_discrete,4,3
79,17,3,300,lognormal,2,2
80,235,4,100,lognormal,1,2
81,533,1,300,normal,1,3
82,448,3,300,even_discrete,2,1
83,358,3,50,even_discrete,1,2
84,546,3,50,normal,1,1
85,252,2,100,lognormal,0.5,1
86,238,2,300,lognormal,1,2
87,84,2,50,uniform,0.5,3
88,159,1,300,uniform,4,1
89,516,4,100,lognormal,4,3
90,163,2,100,uniform,2,3
91,243,2,50,normal,4,2
92,463,4,100,uniform,1,1
93,3,1,300,uniform,4,3
94,530,1,300,normal,0.5,2
95,18,4,300,normal,2,2
96,237,1,100,normal,2,2
97,558,1,300,even_discrete,1,1
98,463,4,100,uniform,1,1
99,557,4,300,lognormal,0.5,1
100,299,2,100,lognormal,0.5,3
101,159,1,300,uniform,4,1
102,449,3,300,even_discrete,0.5,1
103,259,3,50,lognormal,2,2
104,220,3,300,lognormal,1,3
105,248,2,50,even_discrete,1,3
106,495,2,50,uniform,2,1
107,462,3,100,lognormal,2,2
108,533,1,300,normal,1,3
109,159,1,300,uniform,4,1
110,123,1,100,normal,2,3
111,3,1,300,uniform,4,3
112,542,4,50,even_discrete,2,3
113,48,2,100,normal,0.5,2
114,140,2,300,even_discrete,4,2
115,557,4,300,lognormal,0.5,1
116,248,2,50,even_discrete,1,3
117,504,3,100,lognormal,4,2
118,84,2,50,uniform,0.5,3
119,261,4,100,normal,4,3
120,450,3,50,uniform,4,2
121,433,1,300,even_discrete,0.5,3
122,377,4,100,normal,1,3
123,23,3,300,normal,0.5,1
124,421,2,50,uniform,0.5,2
125,279,4,100,normal,4,1
126,524,4,100,even_discrete,0.5,3
127,263,4,300,uniform,2,2
128,533,1,300,normal,1,3
129,283,4,50,uniform,2,1
130,530,1,300,normal,0.5,2
131,530,1,300,normal,0.5,2
132,75,2,300,even_discrete,4,1
133,73,4,50,uniform,2,2
134,463,4,100,uniform,1,1
135,448,3,300,even_discrete,2,1
136,395,2,100,uniform,1,3
137,3,1,300,uniform,4,3
138,66,3,50,lognormal,4,2
139,201,3,100,even_discrete,1,2
140,377,4,100,normal,1,3
141,175,1,300,even_discrete,4,2
142,235,4,100,lognormal,1,2
143,566,3,100,normal,2,2
144,253,2,50,uniform,4,2
145,140,2,300,even_discrete,4,2
146,560,4,100,lognormal,4,2
147,127,2,300,lognormal,0.5,2
148,501,1,50,normal,1,2
149,351,3,50,lognormal,4,1
150,201,3,100,even_discrete,1,2
151,38,2,100,normal,2,2
152,249,1,300,lognormal,2,1
153,231,1,300,uniform,4,2
154,358,3,50,even_discrete,1,2
155,136,3,100,normal,4,2
156,70,1,300,even_discrete,4,3
157,82,2,300,lognormal,1,1
158,23,3,300,normal,0.5,1
159,193,2,100,even_discrete,2,1
160,333,4,50,lognormal,0.5,1
